	Adjacency	Frequency
Bifidobacterium_coryneforme_3, Gardnerella_vaginalis_4, Bifidobacterium_indicum_3, Bifidobacterium_asteroides_3	[]	1
Pristionchus_pacificus_23	[]	1
Chloroherpeton_thalassium_2	[]	1
Spirochaeta_thermophila_3	[]	1
Desulfovibrio_aespoeensis_2	[208]	1
Desulfovibrio_piezophilus_1	[]	1
Nodularia_spumigena_2, Nostoc_sp_5, Anabaena_variabilis_3, Calothrix_sp_6	[]	1
Rivularia_sp_1	[]	1
Halothece_sp_3	[]	1
Dactylococcopsis_salina_2	[]	1
Chitinophaga_pinensis_1	[]	1
Atopobium_parvulum_3	[]	1
Coriobacterium_glomerans_3	[]	1
Salinispira_pacifica_2	[]	1
Desulfovibrio_alaskensis_4	[]	1
Haliscomenobacter_hydrossis_1	[]	1
Desulfovibrio_magneticus_1, Lawsonia_intracellularis_3, Desulfovibrio_vulgaris_6	[]	1
Eggerthella_sp_3	[]	1
Dactylococcopsis_salina_1, Halothece_sp_1	[]	1
Alicyclobacillus_acidocaldarius_3, Coriobacterium_glomerans_1	[178]	1
Coriobacteriaceae_bacterium_1, Slackia_heliotrinireducens_1	[177]	1
Desulfurella_acetivorans_2	[]	1
Desulfatibacillum_alkenivorans_2	[195]	1
Thermotoga_naphthophila_2, Thermotoga_sp_4, Thermotoga_sp_2, Thermotoga_maritima_1, Thermotoga_neapolitana_2, Thermotoga_petrophila_2	[]	1
Nocardiopsis_dassonvillei_1	[]	1
Thermosipho_melanesiensis_1, Thermosipho_africanus_3	[]	1
Pirellula_staleyi_1	[]	1
Thermotoga_caldifontis_1, Pseudothermotoga_thermarum_3, Pseudothermotoga_hypogea_3	[187]	1
Thermotoga_naphthophila_3, Thermotoga_sp_3, Thermotoga_maritima_2, Thermotoga_neapolitana_3, Thermotoga_petrophila_3	[]	1
Thermotoga_profunda_3, Pseudothermotoga_lettingae_2, Pseudothermotoga_elfii_2	[185]	1
Pirellula_staleyi_2	[]	1
Dehalococcoides_mccartyi_1	[]	1
Dehalogenimonas_lykanthroporepellens_1	[]	1
Desulfovibrio_africanus_2	[]	1
Thermotoga_caldifontis_3, Thermotoga_profunda_2, Pseudothermotoga_thermarum_2, Pseudothermotoga_lettingae_3, Pseudothermotoga_elfii_3, Pseudothermotoga_hypogea_2	[]	1
Hippea_maritima_3	[]	1
Desulfohalobium_retbaense_3	[]	1
Desulfococcus_oleovorans_2	[180]	1
Tropheryma_whipplei_2	[]	1
Pediococcus_claussenii_3	[]	1
Desulfovibrio_vulgaris_2	[]	1
Desulfovibrio_desulfuricans_5	[]	1
Pristionchus_pacificus_39	[]	1
Pristionchus_pacificus_8	[64]	1
Pristionchus_pacificus_41	[]	1
Pristionchus_pacificus_22	[204]	1
Pristionchus_pacificus_51	[203]	1
Deinococcus_geothermalis_1, Deinococcus_peraridilitoris_2, Deinococcus_proteolyticus_3, Deinococcus_maricopensis_3, Deinococcus_gobiensis_1	[]	1
Deinococcus_deserti_3	[]	1
Desulfomicrobium_baculatum_2	[]	1
Desulfovibrio_desulfuricans_2	[162]	1
Spirochaeta_africana_2	[]	1
Halorhabdus_utahensis_3, Halorhabdus_tiamatea_3	[]	1
Arthrospira_sp_2	[]	1
Gordonibacter_pamelaeae_3, Eggerthella_lenta_3	[]	1
Cryptobacterium_curtum_1	[]	1
Deinococcus_swuensis_1	[]	1
Spirosoma_radiotolerans_2, Spirosoma_linguale_2	[]	1
Olsenella_uli_3	[]	1
Pleurocapsa_sp_2	[]	1
Ferroplasma_acidarmanus_1	[]	1
Ferroplasma_acidarmanus_3	[]	1
Geobacter_daltonii_3	[]	1
Geobacter_sp_2	[]	1
Treponema_azotonutricium_1	[]	1
Lactobacillus_reuteri_3	[]	1
Melioribacter_roseus_2	[]	1
Treponema_primitia_3	[]	1
Plasmodium_falciparum_1	[]	1
Mycoplasma_mobile_2	[]	1
Barnesiella_viscericola_2	[]	1
Porphyromonas_asaccharolytica_3, Porphyromonas_gingivalis_2	[]	1
Porphyromonadaceae_bacterium_2	[]	1
Encephalitozoon_cuniculi_3, Encephalitozoon_intestinalis_3	[138]	1
Desulfosporosinus_acidiphilus_5	[1254]	1
Mycoplasma_crocodyli_2	[]	1
Desulfurispirillum_indicum_1	[]	1
Acholeplasma_laidlawii_2	[]	1
Magnetococcus_marinus_1	[]	1
Pelobacter_carbinolicus_2, Desulfotalea_psychrophila_1, Desulfotalea_psychrophila_3, Halobacteroides_halobius_1	[]	1
Caldilinea_aerophila_2	[]	1
Candidatus_Pelagibacter_2	[]	1
Dehalococcoides_mccartyi_3	[]	1
Dehalogenimonas_lykanthroporepellens_3	[]	1
Acidithiobacillus_ferrooxidans_2, Geobacter_sp_1, Acidithiobacillus_ferrivorans_1, Geobacter_pickeringii_4, Geoalkalibacter_subterraneus_2, Acidithiobacillus_caldus_3, Geobacter_metallireducens_3, Pelobacter_propionicus_3, Geobacter_sp_5, Coxiella_burnetii_3, Geobacter_sulfurreducens_3, Geobacter_bemidjiensis_2	[243, 250]	1
Coxiella_burnetii_4	[242]	1
Desulfovibrio_vulgaris_4	[]	1
Legionella_oakridgensis_3	[246]	1
Legionella_fallonii_2, Tatlockia_micdadei_3, Legionella_pneumophila_2, Legionella_longbeachae_3, Legionella_hackeliae_3	[245]	1
Geobacter_lovleyi_3, Geobacter_uraniireducens_1, Geobacter_daltonii_2	[]	1
Chthonomonas_calidirosea_3	[]	1
Thermacetogenium_phaeum_2	[]	1
Turneriella_parva_1	[242]	1
Desulfomicrobium_baculatum_3	[]	1
Sorangium_cellulosum_3	[]	1
Thermomicrobium_roseum_1	[]	1
Thermovibrio_ammonificans_1, Desulfurobacterium_thermolithotrophum_2	[255]	1
Persephonella_marina_2	[254]	1
Syntrophus_aciditrophicus_3, Candidatus_Methylomirabilis_3	[]	1
Desulfohalobium_retbaense_2, Desulfovibrio_aespoeensis_4, Acetohalobium_arabaticum_2	[]	1
Desulfovibrio_africanus_4	[]	1
Haliangium_ochraceum_3	[]	1
Thermobaculum_terrenum_3	[]	1
Sphaerobacter_thermophilus_2	[]	1
Synechococcus_sp_7, Synechococcus_sp_10	[]	1
Flexistipes_sinusarabici_3, Denitrovibrio_acetiphilus_2, Deferribacter_desulfuricans_2	[]	1
Candidatus_Nitrospira_1	[]	1
Desulfovibrio_alaskensis_2	[]	1
Parvibaculum_lavamentivorans_2	[]	1
Desulfococcus_oleovorans_3, Thermodesulfobium_narugense_1, Thermodesulfobacterium_geofontis_3, Thermodesulfatator_indicus_3, Thermodesulfobacterium_commune_1, Syntrophobacter_fumaroxidans_2, Desulfovibrio_salexigens_1, Desulfobacca_acetoxidans_3, Desulfomonile_tiedjei_2, Desulfurivibrio_alkaliphilus_2, Magnetococcus_marinus_3	[]	1
Desulfovibrio_magneticus_3	[]	1
Dictyoglomus_turgidum_3, Dictyoglomus_thermophilum_3	[]	1
Caldicellulosiruptor_saccharolyticus_2	[]	1
Tepidanaerobacter_acetatoxydans_1, Thermosediminibacter_oceani_2	[272]	1
Caldicellulosiruptor_bescii_2, Caldicellulosiruptor_lactoaceticus_2, Caldicellulosiruptor_obsidiansis_1, Caldicellulosiruptor_hydrothermalis_1, Caldicellulosiruptor_kronotskyensis_1, Caldicellulosiruptor_owensensis_2, Caldicellulosiruptor_kristjanssonii_2	[271]	1
Eubacterium_acidaminophilum_2	[]	1
Candidatus_Babela_3	[]	1
Leptolyngbya_sp_1, Synechococcus_sp_18	[]	1
Brachyspira_pilosicoli_1	[]	1
Thermoanaerobacterium_thermosaccharolyticum_1, Thermoanaerobacterium_saccharolyticum_1, Thermoanaerobacterium_xylanolyticum_1	[]	1
Thiolapillus_brandeum_2	[]	1
Opitutaceae_bacterium_2	[]	1
Opitutus_terrae_3	[]	1
Verrucomicrobia_bacterium_1	[]	1
Nitratiruptor_sp_2, Nitratifractor_salsuginis_2	[]	1
Parachlamydia_acanthamoebae_1, Chlamydophila_abortus_2, Waddlia_chondrophila_3, Chlamydia_pecorum_2, Chlamydophila_felis_3, Chlamydophila_caviae_2, Chlamydia_avium_2, Chlamydia_psittaci_2	[291]	1
Candidatus_Protochlamydia_2	[]	1
Ilumatobacter_coccineus_2	[]	1
Hydrogenobacter_thermophilus_3, Thermocrinis_albus_3, Aquifex_aeolicus_2, Thermocrinis_ruber_2	[]	1
endosymbiont_of_8	[]	1
Coprothermobacter_proteolyticus_2	[]	1
Sulfurihydrogenibium_azorense_2, Sulfurihydrogenibium_sp_2	[]	1
Fibrobacter_succinogenes_3	[]	1
Chlamydia_trachomatis_2, Chlamydia_muridarum_2, Simkania_negevensis_1	[283]	1
Pristionchus_pacificus_37	[]	1
Desulfocapsa_sulfexigens_1	[]	1
Ammonifex_degensii_3	[]	1
Thioploca_ingrica_3	[]	1
Synechococcus_sp_20, Leptolyngbya_sp_2	[]	1
Thioalkalivibrio_sulfidiphilus_3, Methylomicrobium_alcaliphilum_1, Chloracidobacterium_thermophilum_3, Methylococcus_capsulatus_1, Nitrosococcus_halophilus_1, Halorhodospira_halophila_3	[]	1
Cycloclasticus_zancles_3, Cycloclasticus_sp_1, Nitrosococcus_oceani_1, Nitrosococcus_watsonii_1	[]	1
Nautilia_profundicola_2	[]	1
Helicobacter_mustelae_2, Helicobacter_bizzozeronii_2, Helicobacter_heilmannii_2, Helicobacter_felis_1, Helicobacter_hepaticus_2	[302]	1
Sulfurovum_sp_2	[]	1
Helicobacter_cinaedi_2	[300]	1
Syntrophothermus_lipocalidus_2	[]	1
Candidatus_Desulforudis_1	[]	1
Clostridium_cellulovorans_2	[]	1
Moorella_thermoacetica_2	[]	1
Marichromatium_purpuratum_1, Alkalilimnicola_ehrlichii_1, Acaryochloris_marina_4, Allochromatium_vinosum_2	[]	1
Sulfuricella_denitrificans_3, Thiocystis_violascens_1, Thioflavicoccus_mobilis_2	[309]	1
Bdellovibrio_bacteriovorus_2	[308]	1
Desulfovibrio_vulgaris_1	[]	1
Methylacidiphilum_fumariolicum_1, Calditerrivibrio_nitroreducens_2, Thermodesulfovibrio_yellowstonii_2, Methylacidiphilum_infernorum_1	[]	1
Roseiflexus_castenholzii_1, Roseiflexus_sp_1	[]	1
Bordetella_holmesii_3, Candidatus_Kinetoplastibacterium_7, Candidatus_Kinetoplastibacterium_2, Pusillimonas_sp_3, Burkholderiales_bacterium_1, Bordetella_petrii_1, Bordetella_avium_2, Bordetella_pertussis_2, Bordetella_bronchiseptica_3, Bordetella_parapertussis_2	[]	1
Rhodocyclaceae_bacterium_3, Thauera_sp_1, Azoarcus_sp_2, Aromatoleum_aromaticum_1	[]	1
Castellaniella_defragrans_3	[]	1
Snodgrassella_alvi_1, Candidatus_Accumulibacter_1	[]	1
Nitrosomonas_eutropha_2, Nitrosomonas_europaea_1, Nitrosomonas_sp_2, Nitrosospira_multiformis_1	[]	1
Gallionella_capsiferriformans_1	[]	1
Leptothrix_cholodnii_1, Methylibium_petroleiphilum_2, Achromobacter_xylosoxidans_1, Rubrivivax_gelatinosus_2	[]	1
Acidovorax_avenae_1, Advenella_kashmirensis_3, Acidovorax_sp_3, Basilea_psittacipulmonis_2, Acidovorax_citrulli_1, Methylotenera_versatilis_1, Methylovorus_sp_3, Methylotenera_mobilis_1, Methylovorus_glucosetrophus_3, Thiomonas_arsenitoxydans_3, Alicycliphilus_denitrificans_1, Verminephrobacter_eiseniae_3, Acidovorax_ebreus_2, Methylobacillus_flagellatus_1, Advenella_mimigardefordensis_2, Comamonas_testosteroni_3, Thiomonas_intermedia_3	[]	1
Neisseria_meningitidis_6, Neisseria_meningitidis_3, Burkholderia_pseudomallei_3, Cupriavidus_basilensis_1, Burkholderia_thailandensis_3, Burkholderia_vietnamiensis_3, Pandoraea_oxalativorans_2, Burkholderia_ubonensis_1, Burkholderia_fungorum_1, Burkholderia_phytofirmans_2, Burkholderia_xenovorans_1, Burkholderia_phymatum_1, Pandoraea_pulmonicola_2, Burkholderia_lata_3, Burkholderia_sp_3, Cupriavidus_metallidurans_1, Burkholderia_ambifaria_1, Ralstonia_mannitolilytica_2, Neisseria_gonorrhoeae_2, Cupriavidus_necator_1, Comamonadaceae_bacterium_2, Ralstonia_pickettii_2, Ralstonia_pickettii_6, Dechloromonas_aromatica_3, Burkholderia_phenoliruptrix_2, Burkholderia_gladioli_1, Polynucleobacter_necessarius_1, Neisseria_elongata_2, Burkholderia_dolosa_2, Burkholderia_cenocepacia_1, beta_proteobacterium_1, Delftia_acidovorans_1, Cupriavidus_taiwanensis_1, Cupriavidus_taiwanensis_3, Burkholderia_mallei_3, Burkholderia_cepacia_1, Burkholderia_glumae_2, Pandoraea_sputorum_2, Laribacter_hongkongensis_3, Neisseria_lactamica_2, Pandoraea_apista_2, Thiobacillus_denitrificans_3, Delftia_sp_3, Burkholderia_multivorans_3, Pseudogulbenkiania_sp_1, Burkholderia_rhizoxinica_1, Ralstonia_solanacearum_2, Pandoraea_sp_1, Burkholderia_oklahomensis_1, Pandoraea_vervacti_2, Chromobacterium_violaceum_2, Pandoraea_pnomenusa_1	[327]	1
Pseudomonas_stutzeri_8, Spiribacter_sp_2, Spiribacter_salinus_2, Pseudogulbenkiania_sp_4	[]	1
Sideroxydans_lithotrophicus_1	[]	1
Desulfobacterium_autotrophicum_3	[]	1
Desulfobacula_toluolica_2	[]	1
Desulfovibrio_gigas_2, Thioalkalivibrio_thiocyanoxidans_1, Halorhodospira_halochloris_4, Thioalkalivibrio_nitratireducens_3	[]	1
Polynucleobacter_necessarius_4	[321]	1
Clostridium_kluyveri_2, Clostridium_autoethanogenum_3, Clostridium_ljungdahlii_3	[]	1
Clostridium_botulinum_3, Clostridium_scatologenes_1, Clostridium_sporogenes_3	[]	1
Mahella_australiensis_2	[]	1
Clostridium_tetani_2	[]	1
Caldisericum_exile_2	[]	1
Hippea_maritima_2	[]	1
Clostridium_acetobutylicum_3	[]	1
Clostridium_botulinum_9, Clostridium_novyi_2	[]	1
Rhodoferax_ferrireducens_3, Candidatus_Symbiobacter_3, Polaromonas_naphthalenivorans_1	[]	1
Streptomyces_glaucescens_2, Streptomyces_albus_2, Streptomyces_collinus_2, Streptomyces_cyaneogriseus_2, Streptomyces_davawensis_3, Streptomyces_lividans_3, Streptomyces_nodosus_2	[]	1
Streptomyces_lydicus_1, Streptomyces_lydicus_4, Streptomyces_cattleya_1, Streptomyces_cattleya_2, Streptomyces_venezuelae_2, Streptomyces_violaceusniger_1, Streptomyces_rapamycinicus_3, Streptomyces_avermitilis_2, Streptomyces_hygroscopicus_2, Streptomyces_scabiei_3, Saccharopolyspora_erythraea_2, Streptomyces_bingchenggensis_2, Streptomyces_albulus_3, Streptomyces_vietnamensis_2, Streptomyces_sp_1, Amycolatopsis_methanolica_3, Kutzneria_albida_1	[]	1
Streptomyces_fulvissimus_2, Streptomyces_griseus_3, Streptomyces_pratensis_3, Streptomyces_sp_5	[]	1
Intrasporangium_calvum_2	[]	1
Methanoculleus_marisnigri_3	[]	1
Methanolinea_tarda_1	[]	1
Pristionchus_pacificus_11	[]	1
Pristionchus_pacificus_6	[1294]	1
Clavibacter_michiganensis_1	[]	1
Streptomyces_avermitilis_4, Streptomyces_collinus_3, Kytococcus_sedentarius_2	[407]	1
Arthrobacter_sp_2, Renibacterium_salmoninarum_3, Arthrobacter_chlorophenolicus_1, Arthrobacter_aurescens_1, Arthrobacter_phenanthrenivorans_1	[]	1
Jonesia_denitrificans_1	[]	1
Sanguibacter_keddieii_3	[]	1
Candidatus_Pelagibacter_1	[]	1
Acidimicrobium_ferrooxidans_3	[]	1
Arthrobacter_arilaitensis_2	[]	1
Rathayibacter_toxicus_1, Leifsonia_xyli_3	[]	1
Corynebacterium_doosanense_2	[]	1
Corynebacterium_maris_1	[433]	1
Verrucosispora_maris_2, Micromonospora_aurantiaca_2, Actinoplanes_missouriensis_3, Micromonospora_sp_3, Actinoplanes_sp_1, Actinoplanes_friuliensis_4, Salinispora_arenicola_3, Salinispora_tropica_3, Actinoplanes_sp_8, Acidothermus_cellulolyticus_3	[]	1
Kocuria_rhizophila_1	[]	1
Corynebacterium_callunae_2, Corynebacterium_glutamicum_2, Corynebacterium_efficiens_1, Corynebacterium_variabile_4	[]	1
Mycobacterium_gilvum_1, Mycobacterium_vanbaalenii_3, Mycobacterium_leprae_2, Amycolicicoccus_subflavus_1, Rhodococcus_opacus_3, Mycobacterium_bovis_3, Mycobacterium_chelonae_1, Mycobacterium_smegmatis_6, Mycobacterium_smegmatis_3, Mycobacterium_rhodesiae_2, Nocardia_brasiliensis_1, Nocardia_nova_1, Nocardia_cyriacigeorgica_1, Mycobacterium_marinum_3, Rhodococcus_sp_2, Mycobacterium_neoaurum_2, Mycobacterium_africanum_3, Mycobacterium_sp_6, Mycobacterium_sp_3, Mycobacterium_kansasii_2, Mycobacterium_liflandii_3, Mycobacterium_indicus_1, Mycobacterium_abscessus_1, Mycobacterium_yongonense_1, Mycobacterium_avium_1, Mycobacterium_intracellulare_1, Rhodococcus_jostii_3, Mycobacterium_tuberculosis_3, Mycobacterium_chubuense_3, Nocardia_farcinica_1, Rhodococcus_erythropolis_1, Mycobacterium_canettii_3	[360]	1
Mycobacterium_ulcerans_3	[359]	1
Corynebacterium_marinum_1, Corynebacterium_humireducens_1	[]	1
Corynebacterium_pseudotuberculosis_2, Corynebacterium_sp_2, Corynebacterium_vitaeruminis_1, Corynebacterium_ureicelerivorans_1, Corynebacterium_imitans_2, Corynebacterium_singulare_1, Corynebacterium_casei_1, Corynebacterium_atypicum_1, Corynebacterium_glyciniphilum_1, Corynebacterium_aurimucosum_1, Corynebacterium_variabile_2, Corynebacterium_kutscheri_2, Corynebacterium_argentoratense_1, Corynebacterium_ulcerans_2, Corynebacterium_kroppenstedtii_2, Corynebacterium_camporealensis_1, Corynebacterium_diphtheriae_2, Corynebacterium_terpenotabidum_2	[]	1
Tsukamurella_paurometabola_3, Gordonia_polyisoprenivorans_3, Corynebacterium_falsenii_2, Corynebacterium_jeikeium_2, Gordonia_sp_2, Corynebacterium_resistens_2, Corynebacterium_urealyticum_3, Rhodococcus_pyridinivorans_3, Rhodococcus_equi_1, Gordonia_bronchialis_2	[]	1
Corynebacterium_halotolerans_1	[]	1
Candidatus_Midichloria_3	[]	1
Alicyclobacillus_acidocaldarius_7	[]	1
Thermoanaerobacter_sp_2, Thermoanaerobacter_italicus_2, Thermoanaerobacter_mathranii_2, Thermoanaerobacter_pseudethanolicus_3, Caldanaerobacter_subterraneus_2, Thermoanaerobacter_kivui_2, Thermoanaerobacter_brockii_3, Thermoanaerobacter_wiegelii_2	[]	1
Rhodospirillum_centenum_2	[]	1
Rothia_mucilaginosa_1, Micrococcus_luteus_2, Kocuria_rhizophila_3, Rothia_dentocariosa_2	[]	1
Rhodoluna_lacicola_2	[]	1
Microbacterium_testaceum_3	[]	1
Bifidobacterium_longum_2, Bifidobacterium_breve_2, Bifidobacterium_bifidum_2	[]	1
Kineococcus_radiotolerans_2	[]	1
Actinobaculum_schaalii_3	[]	1
