	Adjacency	Frequency
Mycoplasma_gallisepticum_2, Mycoplasma_gallisepticum_5	[]	1
Callorhinchus_milii_60	[]	1
Chrysemys_picta_28	[]	1
Rhodobacter_sphaeroides_8	[]	1
Callorhinchus_milii_13	[]	1
Arabidopsis_thaliana_1, Komagataella_pastoris_5	[]	1
Plasmodium_falciparum_5	[144]	1
Plasmodium_falciparum_4	[]	1
Ornithorhynchus_anatinus_27	[142]	1
Ornithorhynchus_anatinus_26	[]	1
Sorghum_bicolor_12	[147]	1
Medicago_truncatula_2, Brachypodium_distachyon_12, Oryza_sativa_4, Oryza_sativa_17, Arabidopsis_thaliana_4, Zea_mays_14, Glycine_max_3, Sorghum_bicolor_10, Vitis_vinifera_2	[146, 148, 150, 158, 169]	1
Sorghum_bicolor_19	[147]	1
Zea_mays_25	[]	1
Glycine_max_11	[147]	1
Singulisphaera_acidiphila_3	[]	1
Actinosynnema_mirum_3	[]	1
Zea_mays_6, Sorghum_bicolor_13	[154]	1
Zea_mays_21	[153]	1
Planctomyces_limnophilus_9	[]	1
Medicago_truncatula_5	[158]	1
Physcomitrella_patens_11, Physcomitrella_patens_8, Physcomitrella_patens_5, Physcomitrella_patens_3	[]	1
Oryza_sativa_14	[147, 156]	1
Cyberlindnera_jadinii_4	[]	1
Candida_dubliniensis_7, Scheffersomyces_stipitis_4, Candida_albicans_1, Millerozyma_farinosa_7	[161]	1
Debaryomyces_hansenii_3	[160]	1
Naumovozyma_dairenensis_2, Naumovozyma_castellii_3, Naumovozyma_castellii_14	[3590]	1
Callorhinchus_milii_93	[]	1
Callorhinchus_milii_17, Callorhinchus_milii_14, Callorhinchus_milii_5	[165, 167, 3602]	1
Callorhinchus_milii_10	[164]	1
Callorhinchus_milii_95	[]	1
Gadus_morhua_99	[164]	1
Vitis_vinifera_18	[]	1
Arabidopsis_thaliana_8	[147]	1
Planctomyces_limnophilus_5	[]	1
Brachypodium_distachyon_15, Brachypodium_distachyon_11	[]	1
Zea_mays_27	[]	1
Zea_mays_8, Zea_mays_9	[175]	1
Candida_orthopsilosis_4	[]	1
Sorghum_bicolor_14	[173]	1
Methanobrevibacter_ruminantium_6	[]	1
Ferroplasma_acidarmanus_4	[]	1
Methanobrevibacter_smithii_3	[]	1
Candidatus_Methanomassiliicoccus_4	[]	1
Candidatus_Methanomassiliicoccus_3	[]	1
Candidatus_Methanomassiliicoccus_2	[]	1
Ferrimonas_balearica_3	[]	1
Candidatus_Mycoplasma_2	[]	1
Erysipelothrix_rhusiopathiae_3	[]	1
Bordetella_petrii_4	[]	1
Pusillimonas_sp_1	[]	1
Bordetella_pertussis_3, Bordetella_parapertussis_2, Bordetella_bronchiseptica_3	[]	1
Candidatus_Kinetoplastibacterium_3, Candidatus_Kinetoplastibacterium_18	[]	1
Taylorella_equigenitalis_4, Taylorella_asinigenitalis_4	[]	1
Francisella_noatunensis_1	[]	1
Francisella_sp_7, Francisella_philomiragia_1, Francisella_philomiragia_5	[193]	1
Francisella_guangzhouensis_3	[]	1
Francisella_sp_1	[191]	1
Candidatus_Kinetoplastibacterium_8, Candidatus_Kinetoplastibacterium_13	[]	1
Myxococcus_stipitatus_5, Corallococcus_coralloides_1, Myxococcus_fulvus_5, Myxococcus_xanthus_5	[196]	1
Stigmatella_aurantiaca_3	[195]	1
Candidatus_Saccharibacteria_2	[]	1
Plasmodium_falciparum_1	[]	1
Catenulispora_acidiphila_2	[]	1
Methylacidiphilum_fumariolicum_1, Methylacidiphilum_infernorum_3	[]	1
Mycoplasma_gallisepticum_3, Mycoplasma_gallisepticum_4, Mycoplasma_pneumoniae_3, Mycoplasma_pneumoniae_5	[204]	1
Advenella_kashmirensis_5, Taylorella_asinigenitalis_1, Basilea_psittacipulmonis_3, Taylorella_equigenitalis_2, Advenella_mimigardefordensis_2	[]	1
Ureaplasma_diversum_3, Ureaplasma_diversum_4	[]	1
Mycoplasma_genitalium_3	[201]	1
Francisella_cf_1, Francisella_tularensis_3	[208]	1
Helicobacter_pylori_9, Helicobacter_pylori_1, Helicobacter_pylori_10, Helicobacter_pylori_15, Helicobacter_pylori_14	[208, 309]	1
Candidatus_Saccharimonas_4	[]	1
Helicobacter_cetorum_2, Helicobacter_heilmannii_2, Helicobacter_pylori_11	[205, 206]	1
Parvimonas_micra_4	[]	1
butyrate-producing_bacterium_4	[211]	1
Clostridium_saccharolyticum_3	[210]	1
Coprococcus_catus_3	[]	1
Candidatus_Cloacimonas_2	[]	1
Idiomarina_loihiensis_4	[]	1
Faecalibacterium_prausnitzii_12	[]	1
Eubacterium_eligens_4	[]	1
Enterococcus_mundtii_5	[]	1
Picrophilus_torridus_2	[]	1
Thermoplasma_volcanium_2, Thermoplasma_acidophilum_1	[]	1
Symbiobacterium_thermophilum_1	[]	1
Clostridium_saccharobutylicum_2, Clostridium_beijerinckii_6, Clostridium_beijerinckii_2	[]	1
Clostridium_botulinum_8, Clostridium_saccharobutylicum_3, Clostridium_baratii_3, Clostridium_perfringens_4	[299]	1
Ferrimonas_balearica_2	[]	1
Halorhodospira_halochloris_2	[]	1
Thioalkalivibrio_sulfidiphilus_1	[]	1
Arcobacter_nitrofigilis_4	[]	1
Psychromonas_ingrahamii_4	[]	1
Thioalkalivibrio_thiocyanoxidans_2, Thioalkalivibrio_nitratireducens_4, Thioalkalivibrio_sp_1	[]	1
Enterococcus_faecium_6	[]	1
Shewanella_putrefaciens_1, Shewanella_oneidensis_6, Shewanella_baltica_7, Shewanella_sp_9, Shewanella_sp_13	[]	1
Shewanella_sediminis_2, Shewanella_violacea_1	[]	1
Shewanella_loihica_3	[]	1
Shewanella_sp_7	[]	1
Leuconostoc_citreum_4	[]	1
Chlamydia_trachomatis_2, Chlamydophila_abortus_4, Chlamydia_pecorum_4, Chlamydia_muridarum_2, Chlamydophila_caviae_4, Chlamydia_avium_4, Chlamydia_psittaci_4	[238]	1
Leuconostoc_gelidum_4	[237]	1
Leuconostoc_sp_4, Leuconostoc_carnosum_2, Leuconostoc_kimchii_4, Leuconostoc_mesenteroides_5	[236]	1
Chlamydophila_felis_2	[235]	1
Loxodonta_africana_28	[]	1
Danio_rerio_540, Danio_rerio_460	[241, 242]	1
Danio_rerio_429	[240]	1
Gasterosteus_aculeatus_7	[240]	1
Clostridium_sp_7	[]	1
Butyrivibrio_fibrisolvens_3, Ruminococcus_sp_1	[]	1
Finegoldia_magna_3, Parvimonas_micra_3	[]	1
Nonlabens_dokdonensis_2	[]	1
Winogradskyella_sp_1	[]	1
Eubacterium_rectale_5, Roseburia_hominis_4, Ruminococcus_obeum_2, Roseburia_intestinalis_5	[]	1
Butyrivibrio_proteoclasticus_2	[]	1
Desulfurispirillum_indicum_2	[]	1
Clostridium_botulinum_12, Clostridium_novyi_2	[]	1
Borrelia_duttonii_1, Borrelia_turicatae_1, Borrelia_miyamotoi_1, Borrelia_recurrentis_1, Borrelia_parkeri_1, Borrelia_crocidurae_1, Borrelia_hermsii_1	[253]	1
Borrelia_garinii_1, Borrelia_bissettii_1, Borrelia_burgdorferi_5, Borrelia_afzelii_1, Borrelia_valaisiana_1, Borrelia_chilensis_1	[252]	1
Aerococcus_urinae_5	[]	1
Synechococcus_sp_9	[]	1
Dokdonia_sp_7, Owenweeksia_hongkongensis_1, Zobellia_galactanivorans_4, Cellulophaga_algicola_4, Aequorivita_sublithincola_3, Cellulophaga_baltica_5, Cellulophaga_baltica_4, Cellulophaga_lytica_4	[]	1
Winogradskyella_sp_4	[]	1
Methanosarcina_barkeri_4	[]	1
Haloarcula_sp_1, Natronomonas_pharaonis_1, Halorhabdus_utahensis_3, Halomicrobium_mukohataei_3, Haloarcula_marismortui_1, Halorubrum_lacusprofundi_2, Halobacterium_salinarum_1, Halogeometricum_borinquense_3, Halorhabdus_tiamatea_5, Salinarchaeum_sp_4, Haloarcula_hispanica_1, Halobacterium_sp_1, Halobacterium_sp_6, Natronomonas_moolapensis_3	[263]	1
Methanococcus_voltae_2	[]	1
Methanobacterium_lacus_1	[]	1
Thermosediminibacter_oceani_2	[]	1
Haloquadratum_walsbyi_3	[259]	1
Eubacterium_acidaminophilum_5	[]	1
Methanobacterium_sp_2, Methanobacterium_formicicum_4, Methanobacterium_lacus_3	[]	1
Methanobacterium_sp_1, Methanobacterium_paludis_4, Methanobacterium_formicicum_1	[]	1
Methanothermobacter_marburgensis_3, Methanobrevibacter_sp_3, Methanobacterium_sp_4, Methanothermobacter_thermautotrophicus_1, Methanobacterium_formicicum_2, Methanothermobacter_sp_1	[]	1
Methanothermus_fervidus_2	[]	1
Methanocella_conradii_4	[]	1
Methanocella_arvoryzae_5	[]	1
Methanocella_paludicola_4	[]	1
Methanocaldococcus_jannaschii_3, Methanocaldococcus_fervens_2, Methanotorris_igneus_3, Methanocaldococcus_vulcanius_1, Methanocaldococcus_sp_1, Methanocaldococcus_sp_4	[]	1
Methanocaldococcus_infernus_1	[]	1
Methanothermococcus_okinawensis_3	[275]	1
Methanococcus_aeolicus_3	[274]	1
Methanocaldococcus_jannaschii_2, Methanocaldococcus_fervens_1, Methanocaldococcus_sp_2	[]	1
Methanocaldococcus_vulcanius_2	[]	1
Coprothermobacter_proteolyticus_4	[]	1
Methanotorris_igneus_1, Methanothermococcus_okinawensis_2, Methanococcus_voltae_1, Methanococcus_aeolicus_1	[280]	1
Methanococcus_vannielii_2, Methanococcus_maripaludis_2	[279]	1
Methanothermus_fervidus_3	[]	1
Methanothermobacter_marburgensis_1, Methanobacterium_sp_5, Methanobrevibacter_ruminantium_2, Methanothermobacter_thermautotrophicus_2, Methanobacterium_formicicum_3, Methanothermobacter_sp_2, Methanobacterium_paludis_5	[]	1
Candidatus_Methanoplasma_2	[]	1
Ruminococcus_bromii_1	[]	1
Clostridium_cellulovorans_1	[]	1
Clostridium_kluyveri_4, Clostridium_autoethanogenum_3, Clostridium_scatologenes_2, Clostridium_ljungdahlii_3, Clostridium_botulinum_13, Clostridium_botulinum_15, Clostridium_pasteurianum_1, Clostridium_pasteurianum_3, Candidatus_Arthromitus_6, Clostridium_tetani_2, Clostridium_perfringens_3, Clostridium_novyi_3, Lactobacillus_brevis_2, Candidatus_Arthromitus_2, Clostridium_acetobutylicum_5	[299]	1
Eubacterium_siraeum_3	[]	1
Filifactor_alocis_1	[]	1
Eubacterium_eligens_3	[]	1
Clostridium_beijerinckii_4, Clostridium_beijerinckii_7	[]	1
Synechococcus_sp_4	[]	1
Shewanella_denitrificans_7	[]	1
Shewanella_amazonensis_4, Shewanella_amazonensis_5	[]	1
Shewanella_putrefaciens_7, Shewanella_oneidensis_5, Shewanella_baltica_6, Shewanella_sp_8, Shewanella_sp_12	[]	1
Shewanella_sp_6	[]	1
Robiginitalea_biformata_5	[]	1
Shewanella_frigidimarina_7	[]	1
Clostridium_saccharoperbutylacetonicum_2, Clostridium_beijerinckii_3	[]	1
Clostridium_botulinum_2, Clostridium_sporogenes_2, Clostridium_baratii_2	[222, 286]	1
Arabidopsis_thaliana_11, Arabidopsis_thaliana_10, Glycine_max_13, Populus_trichocarpa_16	[]	1
Lachnoclostridium_phytofermentans_5	[]	1
Eubacterium_eligens_5	[]	1
Arcobacter_sp_2	[]	1
Lachnoclostridium_phytofermentans_4	[]	1
Coprococcus_catus_2	[]	1
butyrate-producing_bacterium_11	[]	1
Ogataea_parapolymorpha_1	[]	1
Lachnoclostridium_phytofermentans_3	[]	1
Helicobacter_acinonychis_1	[206]	1
Helicobacter_bizzozeronii_2, Helicobacter_heilmannii_3, Helicobacter_felis_4	[]	1
Peptoniphilus_sp_3	[]	1
Chlorobium_phaeobacteroides_8, Chlorobium_limicola_4	[]	1
Chlorobium_phaeovibrioides_2, Chlorobium_phaeobacteroides_3, Prosthecochloris_aestuarii_4, Chlorobaculum_parvum_2, Chlorobium_chlorochromatii_5	[314, 315]	1
Pelodictyon_phaeoclathratiforme_3	[313]	1
Chloroherpeton_thalassium_5	[313]	1
Pediococcus_pentosaceus_1	[]	1
Clostridium_baratii_4	[]	1
Macrococcus_caseolyticus_4	[]	1
Jeotgalicoccus_sp_4	[]	1
Weissella_koreensis_4	[]	1
Faecalibacterium_prausnitzii_6	[]	1
candidate_division_8	[]	1
Kribbella_flavida_7	[]	1
Syntrophomonas_wolfei_2	[]	1
Alteromonas_macleodii_6, Alteromonas_australica_2	[]	1
Sulfurimonas_autotrophica_3	[]	1
Verrucomicrobium_spinosum_3	[]	1
Glaciecola_nitratireducens_4	[]	1
Thalassolituus_oleivorans_4	[]	1
Gynuella_sunshinyii_1	[]	1
Alcanivorax_pacificus_5, Alcanivorax_dieselolei_3, Alcanivorax_borkumensis_2	[]	1
Hymenobacter_sp_4	[]	1
Kangiella_koreensis_4	[]	1
Geobacter_lovleyi_3	[]	1
Pelobacter_propionicus_4	[]	1
Sulfurimonas_gotlandica_1	[]	1
Shewanella_sp_10	[]	1
Teredinibacter_turnerae_3, Saccharophagus_degradans_4	[]	1
Shewanella_amazonensis_1	[]	1
Shewanella_oneidensis_7, Shewanella_sp_1	[]	1
Hymenobacter_swuensis_2	[]	1
Pseudoalteromonas_haloplanktis_3, Pseudoalteromonas_sp_6	[]	1
Colwellia_psychrerythraea_4	[]	1
Prochlorococcus_marinus_19	[]	1
Corynebacterium_ulcerans_7	[]	1
Pseudomonas_simiae_7	[]	1
Oreochromis_niloticus_25	[15]	1
Cardinium_endosymbiont_1	[1612]	1
Xenopus_tropicalis_22	[]	1
Desulfovibrio_aespoeensis_5	[]	1
Desulfovibrio_desulfuricans_3	[]	1
Desulfovibrio_piezophilus_1	[]	1
Candidatus_Amoebophilus_2	[]	1
Drosophila_erecta_6, Drosophila_erecta_1, Drosophila_simulans_9, Drosophila_simulans_6, Drosophila_yakuba_8, Drosophila_melanogaster_1, Drosophila_melanogaster_7, Drosophila_melanogaster_11, Drosophila_sechellia_9, Drosophila_sechellia_1, Drosophila_yakuba_11	[]	1
Mollicutes_bacterium_2	[]	1
Cellvibrio_japonicus_5	[]	1
Frischella_perrara_3, Actinobacillus_pleuropneumoniae_1, Mannheimia_varigena_8, Mannheimia_succiniciproducens_2, Haemophilus_parasuis_2, Gilliamella_apicola_5	[360]	1
Thiomicrospira_crunogena_4, Pseudoalteromonas_atlantica_3, Glaciecola_sp_2, Alteromonas_sp_5, Marinomonas_mediterranea_3, Alteromonas_macleodii_2	[]	1
Simiduia_agarivorans_3	[]	1
Candidatus_Evansia_2	[357]	1
Moraxella_catarrhalis_1	[]	1
Thioalkalimicrobium_cyclicum_3, Sulfuricurvum_kujiense_4, Oleispira_antarctica_2, Thioalkalimicrobium_aerophilum_1	[]	1
Sulfurimonas_denitrificans_2	[]	1
Shewanella_baltica_1	[]	1
Glaciecola_psychrophila_3	[]	1
Shewanella_putrefaciens_8, Shewanella_sp_14	[]	1
Shewanella_putrefaciens_2	[]	1
Marinomonas_posidonica_3, Marinomonas_sp_2	[]	1
Flavobacterium_indicum_4	[]	1
Caenorhabditis_japonica_9	[]	1
Candidatus_Carsonella_20	[760]	1
Candidatus_Carsonella_8, Candidatus_Carsonella_14, Candidatus_Carsonella_11	[373]	1
Candidatus_Carsonella_3	[372]	1
Methylotenera_versatilis_5	[]	1
Dichelobacter_nodosus_1	[]	1
endosymbiont_of_7	[]	1
Calditerrivibrio_nitroreducens_2	[]	1
Mycoplasma_mobile_2	[]	1
Paludibacter_propionicigenes_4	[]	1
Sulfuritalea_hydrogenivorans_4	[]	1
Kocuria_rhizophila_4, Arthrobacter_arilaitensis_3	[]	1
Porphyromonas_asaccharolytica_3	[]	1
Ruegeria_pomeroyi_5	[]	1
Deferribacter_desulfuricans_2	[]	1
Thalassolituus_oleivorans_5	[]	1
Marinobacter_sp_2	[]	1
