	Adjacency	Frequency
Felis_catus_229	[]	1
Felis_catus_197	[]	1
Thermocrinis_albus_4, Thermocrinis_ruber_4	[]	1
Niastella_koreensis_2	[]	1
Aquifex_aeolicus_2	[]	1
Hydrogenobacter_thermophilus_2	[]	1
Loxodonta_africana_30	[]	1
Ferrimonas_balearica_3	[]	1
Gynuella_sunshinyii_1	[]	1
Oleispira_antarctica_1	[]	1
Burkholderia_phymatum_4	[]	1
Rhodospirillum_rubrum_4, Rhodospirillum_photometricum_2	[]	1
Burkholderiales_bacterium_3	[]	1
Burkholderia_pseudomallei_4, Burkholderia_thailandensis_1, Burkholderia_vietnamiensis_3, Burkholderia_ubonensis_2, Burkholderia_lata_3, Burkholderia_sp_2, Xenopus_tropicalis_81, Burkholderia_ambifaria_2, Burkholderia_gladioli_2, Burkholderia_dolosa_4, Burkholderia_cepacia_2, Burkholderia_mallei_1, Alicycliphilus_denitrificans_5, Burkholderia_multivorans_4, Burkholderia_glumae_3, Burkholderia_oklahomensis_1, Burkholderia_cenocepacia_1	[218]	1
Burkholderia_phymatum_1, Burkholderia_fungorum_1	[217, 230]	1
Burkholderia_sp_13	[]	1
Comamonas_testosteroni_4	[]	1
Streptococcus_infantarius_4, Streptococcus_macedonicus_4, Streptococcus_gallolyticus_4, Streptococcus_pasteurianus_3, Streptococcus_lutetiensis_4	[]	1
Beijerinckia_indica_1	[]	1
Azorhizobium_caulinodans_2	[]	1
Starkeya_novella_2	[]	1
Nautilia_profundicola_2	[]	1
Shewanella_amazonensis_3	[227]	1
Shewanella_pealeana_1, Shewanella_piezotolerans_5, Shewanella_sediminis_4, Shewanella_woodyi_1, Shewanella_loihica_4, Shewanella_halifaxensis_2	[226, 243]	1
Burkholderia_phytofirmans_4, Burkholderia_xenovorans_3, Burkholderia_sp_10	[230]	1
Burkholderia_sp_8, Burkholderia_phenoliruptrix_5, Burkholderia_sp_11	[]	1
Pandoraea_oxalativorans_1, Pandoraea_pulmonicola_2, Pandoraea_sputorum_4, Pandoraea_sp_2, Pandoraea_vervacti_1, Pandoraea_pnomenusa_4	[218, 228]	1
Opitutus_terrae_3	[]	1
Mycoplasma_suis_3, Mycoplasma_ovis_3, Mycoplasma_parvum_3	[233]	1
Candidatus_Mycoplasma_6	[232]	1
Mycoplasma_wenyonii_2	[]	1
Acidovorax_avenae_2, Acidovorax_citrulli_2	[]	1
Aromatoleum_aromaticum_1	[]	1
Candidatus_Accumulibacter_3	[]	1
Staphylococcus_haemolyticus_3	[]	1
Azoarcus_sp_7	[240]	1
Acidovorax_sp_7, Verminephrobacter_eiseniae_2	[239]	1
Sulfurimonas_autotrophica_2	[]	1
Sulfurimonas_gotlandica_4	[]	1
Shewanella_violacea_4	[227]	1
Thalassolituus_oleivorans_1	[]	1
Staphylococcus_aureus_4, Staphylococcus_aureus_5	[246]	1
Staphylococcus_aureus_6	[245]	1
Azoarcus_sp_2	[]	1
Neisseria_meningitidis_3, Neisseria_gonorrhoeae_4, Neisseria_lactamica_2	[267]	1
Collimonas_fungivorans_2, Collimonas_arenae_4	[]	1
Candidatus_Symbiobacter_2	[254]	1
Candidatus_Kinetoplastibacterium_6	[253]	1
Bordetella_holmesii_2, Bordetella_petrii_2, Achromobacter_xylosoxidans_1, Bordetella_pertussis_4, Bordetella_bronchiseptica_4, Bordetella_parapertussis_3	[]	1
Candidatus_Kinetoplastibacterium_10	[251]	1
Polynucleobacter_necessarius_6, beta_proteobacterium_3	[250, 257, 313]	1
Ralstonia_solanacearum_1, Ralstonia_mannitolilytica_4, Ralstonia_pickettii_4	[]	1
Burkholderia_rhizoxinica_2	[]	1
Polynucleobacter_necessarius_8	[254]	1
Cupriavidus_necator_3, Cupriavidus_metallidurans_3, Ralstonia_pickettii_5, Cupriavidus_taiwanensis_3	[259]	1
Herminiimonas_arsenicoxydans_1	[258]	1
Snodgrassella_alvi_2	[]	1
Cupriavidus_basilensis_3	[]	1
Leptothrix_cholodnii_1	[263]	1
Thiomonas_arsenitoxydans_1, Thiomonas_intermedia_1	[262]	1
Neisseria_elongata_4	[]	1
Janthinobacterium_sp_2	[]	1
Phaeobacter_gallaeciensis_5	[]	1
Neisseria_meningitidis_5	[248]	1
Candidatus_Kinetoplastibacterium_13, Candidatus_Kinetoplastibacterium_16	[]	1
Basilea_psittacipulmonis_4	[]	1
Variovorax_paradoxus_2	[]	1
Candidatus_Kinetoplastibacterium_2	[]	1
Aerococcus_urinae_4	[]	1
Thauera_sp_4	[]	1
Acidovorax_sp_3, Acidovorax_ebreus_2	[]	1
Physcomitrella_patens_15, Delftia_acidovorans_4, Delftia_sp_4	[]	1
Shewanella_baltica_1	[277]	1
Shewanella_frigidimarina_3	[276]	1
Bos_taurus_149	[]	1
Shewanella_oneidensis_2, Shewanella_sp_5, Shewanella_putrefaciens_2	[]	1
Polynucleobacter_necessarius_2	[302]	1
Janthinobacterium_sp_4, Janthinobacterium_agaricidamnosum_3	[]	1
Herminiimonas_arsenicoxydans_4	[]	1
Pandoraea_oxalativorans_2, Pandoraea_pulmonicola_4, Ralstonia_mannitolilytica_2, Ralstonia_pickettii_1, Pandoraea_sp_3, Pandoraea_sputorum_2, Pandoraea_apista_2, Ralstonia_solanacearum_2, Pandoraea_vervacti_3, Pandoraea_pnomenusa_1	[]	1
Comamonas_testosteroni_3	[]	1
Rhodoferax_ferrireducens_3, Ramlibacter_tataouinensis_3	[]	1
Ruminiclostridium_thermocellum_4	[]	1
Comamonadaceae_bacterium_4	[]	1
Thiomonas_arsenitoxydans_4, Thiomonas_intermedia_4	[]	1
Acidovorax_sp_6, Verminephrobacter_eiseniae_3	[]	1
Xenopus_tropicalis_79	[]	1
Acidovorax_avenae_4, Acidovorax_sp_2, Acidovorax_citrulli_4, Delftia_acidovorans_3, Alicycliphilus_denitrificans_3, Delftia_sp_3, Acidovorax_ebreus_3	[]	1
Salinibacter_ruber_1	[]	1
Sulfuricella_denitrificans_3, Methylibium_petroleiphilum_1, Methylovorus_sp_4, Methylotenera_mobilis_4, Methylovorus_glucosetrophus_4, Thiobacillus_denitrificans_4, Methylobacillus_flagellatus_4, Methylotenera_versatilis_4	[]	1
Leptothrix_cholodnii_3	[]	1
Azoarcus_sp_5, Aromatoleum_aromaticum_3	[]	1
Thauera_sp_2, Azoarcus_sp_3	[]	1
Variovorax_paradoxus_4	[]	1
Rubrivivax_gelatinosus_3	[]	1
Burkholderiales_bacterium_4	[]	1
Polaromonas_sp_2	[]	1
Herbaspirillum_seropedicae_1	[]	1
Polynucleobacter_necessarius_7, beta_proteobacterium_2	[280]	1
Clostridium_clariflavum_2	[]	1
Candidatus_Profftella_3	[]	1
Paenibacillus_polymyxa_7	[]	1
Polaromonas_naphthalenivorans_2	[]	1
Mycoplasma_haemofelis_2, Mycoplasma_haemocanis_2	[]	1
Candidatus_Zinderia_2	[]	1
Opitutus_terrae_1	[]	1
Mycoplasma_genitalium_1	[]	1
Mycoplasma_pneumoniae_1	[]	1
Streptococcus_suis_2	[]	1
Polynucleobacter_necessarius_4	[254]	1
Terriglobus_roseus_3	[]	1
Finegoldia_magna_2	[]	1
Gallibacterium_anatis_1	[]	1
Nomascus_leucogenys_21	[]	1
Oryzias_latipes_60	[319]	1
Oryzias_latipes_18	[318]	1
Sus_scrofa_3, Sarcophilus_harrisii_16, Spermophilus_tridecemlineatus_11, Monodelphis_domestica_13	[323, 342, 382]	1
Tarsius_syrichta_6	[]	1
Papio_anubis_17, Callithrix_jacchus_13, Papio_hamadryas_1, Oreochromis_niloticus_7, Dasypus_novemcinctus_2, Pan_troglodytes_18, Nomascus_leucogenys_22, Homo_sapiens_18, Macaca_mulatta_17, Saimiri_boliviensis_6, Gorilla_gorilla_18, Dasypus_novemcinctus_70	[323]	1
Balaenoptera_acutorostrata_68, Ovis_aries_35, Papio_anubis_14, Nomascus_leucogenys_15, Ochotona_princeps_18, Ceratotherium_simum_8, Ceratotherium_simum_7, Balaenoptera_acutorostrata_69, Bos_taurus_3, Ovis_aries_38, Ovis_aries_37, Trichechus_manatus_114, Erinaceus_europaeus_16, Erinaceus_europaeus_14, Trichechus_manatus_135, Trichechus_manatus_134, Papio_hamadryas_17, Macropus_eugenii_7, Saimiri_boliviensis_16, Sarcophilus_harrisii_15, Papio_anubis_16, Anolis_carolinensis_2, Cavia_porcellus_9, Loxodonta_africana_83, Otolemur_garnettii_19, Spermophilus_tridecemlineatus_15, Bos_taurus_105, Cavia_porcellus_10, Callithrix_jacchus_12, Oreochromis_niloticus_6, Oreochromis_niloticus_8, Felis_catus_412, Myotis_lucifugus_16, Myotis_lucifugus_17, Gallus_gallus_3, Mus_musculus_7, Mus_musculus_8, Loxodonta_africana_20, Heterocephalus_glaber_8, Heterocephalus_glaber_7, Ailuropoda_melanoleuca_129, Ailuropoda_melanoleuca_128, Pan_troglodytes_16, Pan_troglodytes_17, Tarsius_syrichta_11, Felis_catus_369, Balaenoptera_acutorostrata_56, Gasterosteus_aculeatus_18, Pongo_pygmaeus_16, Pongo_pygmaeus_18, Homo_sapiens_16, Homo_sapiens_17, Gasterosteus_aculeatus_39, Gasterosteus_aculeatus_36, Tursiops_truncatus_44, Ochotona_princeps_20, Rattus_norvegicus_14, Rattus_norvegicus_13, Macaca_mulatta_14, Macaca_mulatta_16, Cricetulus_griseus_10, Ovis_aries_24, Tursiops_truncatus_36, Monodelphis_domestica_15, Papio_hamadryas_20, Equus_caballus_14, Cricetulus_griseus_12, Spermophilus_tridecemlineatus_20, Microcebus_murinus_11, Microcebus_murinus_15, Gorilla_gorilla_14, Dasypus_novemcinctus_52, Mustela_putorius_69, Mustela_putorius_68, Ornithorhynchus_anatinus_17, Oreochromis_niloticus_11, Sorex_araneus_21, Sus_scrofa_14, Dasypus_novemcinctus_34, Canis_familiaris_31, Canis_familiaris_30, Meleagris_gallopavo_8, Oryctolagus_cuniculus_4, Oryctolagus_cuniculus_3	[2, 320, 322, 324, 325, 328, 329, 386, 458]	1
Trichechus_manatus_137	[323]	1
Felis_catus_370	[323, 327]	1
Chrysemys_picta_1	[]	1
Gorilla_gorilla_16	[325]	1
Oreochromis_niloticus_18	[323]	1
Equus_caballus_13	[323]	1
Tursiops_truncatus_43	[]	1
Pongo_pygmaeus_19	[]	1
Trichechus_manatus_142	[]	1
Mycoplasma_crocodyli_2	[]	1
Gasterosteus_aculeatus_38	[]	1
Gasterosteus_aculeatus_34, Gasterosteus_aculeatus_35, Gasterosteus_aculeatus_37, Gasterosteus_aculeatus_33	[]	1
Oryzias_latipes_47	[]	1
Oryzias_latipes_31	[339, 342]	1
Oryzias_latipes_49, Oryzias_latipes_30, Oryzias_latipes_53	[344]	1
Oryzias_latipes_20, Oryzias_latipes_22, Oryzias_latipes_24, Oryzias_latipes_27, Oryzias_latipes_26, Oryzias_latipes_29, Takifugu_rubripes_16, Takifugu_rubripes_12, Oryzias_latipes_32, Oryzias_latipes_33, Oryzias_latipes_17, Oryzias_latipes_50, Oryzias_latipes_56, Oryzias_latipes_57, Oryzias_latipes_58	[337, 340, 391, 461]	1
Oryzias_latipes_16	[339, 341, 403]	1
Loxodonta_africana_108	[340]	1
Oryzias_latipes_45	[320, 337]	1
Drosophila_mojavensis_2	[]	1
Oryzias_latipes_15	[338]	1
Oryzias_latipes_1, Monodelphis_domestica_4, Otolemur_garnettii_4, Tarsius_syrichta_1, Ceratotherium_simum_10, Ovis_aries_13, Equus_caballus_5, Felis_catus_1027, Oryctolagus_cuniculus_10, Heterocephalus_glaber_21, Erinaceus_europaeus_12, Melopsittacus_undulatus_5, Papio_hamadryas_13, Saimiri_boliviensis_15, Trichechus_manatus_50, Sarcophilus_harrisii_12, Anolis_carolinensis_8, Balaenoptera_acutorostrata_106, Loxodonta_africana_89, Takifugu_rubripes_6, Chrysemys_picta_7, Cavia_porcellus_16, Myotis_lucifugus_5, Mustela_putorius_18, Rattus_norvegicus_8, Ochotona_princeps_13, Gallus_gallus_6, Ornithorhynchus_anatinus_27, Latimeria_chalumnae_3, Mus_musculus_2, Ailuropoda_melanoleuca_99, Pan_troglodytes_13, Sorex_araneus_18, Gasterosteus_aculeatus_17, Pongo_pygmaeus_13, Gadus_morhua_71, Homo_sapiens_12, Spermophilus_tridecemlineatus_5, Tursiops_truncatus_48, Macropus_eugenii_10, Callithrix_jacchus_16, Bos_taurus_74, Cricetulus_griseus_18, Oreochromis_niloticus_43, Gorilla_gorilla_12, Dasypus_novemcinctus_17, Chrysemys_picta_24, Papio_anubis_8, Macaca_mulatta_8, Nomascus_leucogenys_4, Danio_rerio_301, Canis_familiaris_55, Meleagris_gallopavo_5, Meleagris_gallopavo_4	[346, 348, 3026]	1
Gadus_morhua_20	[345]	1
Chrysemys_picta_10	[3033]	1
Gadus_morhua_84	[345]	1
Frischella_perrara_4	[394]	1
Zymomonas_mobilis_6	[3091]	1
Rhodobacter_capsulatus_3	[]	1
Myxococcus_stipitatus_3, Corallococcus_coralloides_2, Myxococcus_fulvus_4, Myxococcus_xanthus_3	[3100]	1
Methyloceanibacter_caenitepidi_2	[]	1
Chloroflexus_aggregans_2	[]	1
Chloroflexus_sp_5, Chloroflexus_aurantiacus_5	[]	1
Fusobacterium_nucleatum_4	[]	1
Lactobacillus_acidophilus_5, Lactobacillus_gasseri_2, Lactobacillus_helveticus_1, Lactobacillus_kefiranofaciens_4, Lactobacillus_crispatus_2, Lactobacillus_johnsonii_1	[358, 3116]	1
Lactobacillus_gasseri_5	[357]	1
Moritella_viscosa_1	[]	1
Streptococcus_parauberis_1	[]	1
Streptococcus_uberis_2	[362]	1
Streptococcus_pyogenes_2, Streptococcus_dysgalactiae_2, Streptococcus_iniae_4	[361, 363, 3127]	1
Streptococcus_pyogenes_9	[362]	1
Ornithorhynchus_anatinus_25	[]	1
Leptospira_biflexa_2	[423]	1
Strongylocentrotus_purpuratus_32	[]	1
Ilyobacter_polytropus_4	[]	1
Lactobacillus_sp_2	[]	1
Drosophila_erecta_6, Drosophila_simulans_1, Drosophila_yakuba_1, Drosophila_grimshawi_4, Drosophila_melanogaster_1, Drosophila_sechellia_7, Drosophila_virilis_7, Drosophila_pseudoobscura_6, Drosophila_mojavensis_8, Drosophila_ananassae_1, Drosophila_persimilis_1	[370]	1
Drosophila_willistoni_13	[369]	1
Xenopus_tropicalis_16, Xenopus_tropicalis_18	[]	1
Haemophilus_parasuis_5	[]	1
Haemophilus_parasuis_6	[]	1
Mannheimia_haemolytica_2	[]	1
Medicago_truncatula_5, Oryza_sativa_20, Oryza_sativa_4, Arabidopsis_thaliana_3, Zea_mays_3, Brachypodium_distachyon_3, Sorghum_bicolor_4, Glycine_max_7, Populus_trichocarpa_17, Vitis_vinifera_7	[]	1
Glycine_max_20, Arabidopsis_thaliana_2, Glycine_max_11, Populus_trichocarpa_3, Medicago_truncatula_19, Vitis_vinifera_5	[]	1
Takifugu_rubripes_32	[3172]	1
Ornithorhynchus_anatinus_12	[386, 392]	1
Brachypodium_distachyon_11	[480]	1
Arabidopsis_thaliana_1	[381]	1
Oryza_sativa_19, Zea_mays_6, Sorghum_bicolor_9	[380, 427]	1
Latimeria_chalumnae_10, Ochotona_princeps_12, Gadus_morhua_80, Monodelphis_domestica_5, Otolemur_garnettii_6, Otolemur_garnettii_2, Ceratotherium_simum_12, Ovis_aries_14, Equus_caballus_7, Erinaceus_europaeus_4, Melopsittacus_undulatus_2, Trichechus_manatus_133, Papio_hamadryas_11, Macropus_eugenii_9, Saimiri_boliviensis_12, Trichechus_manatus_52, Sarcophilus_harrisii_10, Gadus_morhua_72, Anolis_carolinensis_4, Balaenoptera_acutorostrata_101, Loxodonta_africana_92, Takifugu_rubripes_1, Cricetulus_griseus_20, Cavia_porcellus_18, Callithrix_jacchus_14, Myotis_lucifugus_14, Spermophilus_tridecemlineatus_9, Gallus_gallus_8, Xenopus_tropicalis_20, Mus_musculus_4, Pan_troglodytes_11, Tarsius_syrichta_18, Sorex_araneus_15, Oryzias_latipes_69, Tursiops_truncatus_62, Pongo_pygmaeus_11, Homo_sapiens_10, Rattus_norvegicus_10, Danio_rerio_49, Heterocephalus_glaber_16, Felis_catus_1036, Taeniopygia_guttata_2, Bos_taurus_76, Oreochromis_niloticus_45, Mustela_putorius_20, Ailuropoda_melanoleuca_66, Ornithorhynchus_anatinus_14, Chrysemys_picta_22, Papio_anubis_6, Xenopus_tropicalis_17, Gasterosteus_aculeatus_46, Dasypus_novemcinctus_36, Gorilla_gorilla_13, Macaca_mulatta_6, Nomascus_leucogenys_7	[320, 386, 3192]	1
Caenorhabditis_remanei_16	[3199]	1
Trichechus_manatus_139	[]	1
Takifugu_rubripes_14	[]	1
Ornithorhynchus_anatinus_5, Ornithorhynchus_anatinus_23, Xenopus_tropicalis_90	[323, 378, 382]	1
Drosophila_simulans_10, Drosophila_persimilis_4, Drosophila_melanogaster_8, Drosophila_sechellia_9, Drosophila_ananassae_3	[]	1
