	Adjacency	Frequency
Clostridium_sp_2, Roseburia_intestinalis_1, Roseburia_hominis_1	[]	1
Beutenbergia_cavernae_1	[]	1
Bacteriovorax_marinus_1	[]	1
Caldanaerobacter_subterraneus_2	[]	1
Colwellia_psychrerythraea_1	[]	1
Vulcanisaeta_moutnovskia_1	[]	1
Caldivirga_maquilingensis_1	[]	1
Methanoculleus_marisnigri_1, Methanoculleus_bourgensis_1	[]	1
Caenorhabditis_japonica_5	[380]	1
Wigglesworthia_glossinidia_2	[]	1
Shewanella_piezotolerans_1, Shewanella_baltica_1, Shewanella_sediminis_1, Shewanella_sp_1, Shewanella_pealeana_1, Shewanella_denitrificans_1, Shewanella_violacea_1, Moritella_viscosa_1, Shewanella_oneidensis_1, Shewanella_woodyi_1, Shewanella_halifaxensis_1, Shewanella_frigidimarina_1, Shewanella_putrefaciens_1, Shewanella_loihica_1	[]	1
Candidatus_Riesia_1	[]	1
Pantoea_sp_2, Shewanella_amazonensis_1	[]	1
Pantoea_ananatis_1, Pantoea_vagans_1, Pantoea_sp_1	[]	1
Hirschia_baltica_1	[]	1
Micavibrio_aeruginosavorus_1	[]	1
Rahnella_aquatilis_1, Rahnella_sp_1	[]	1
Candidatus_Paracaedibacter_1	[]	1
Blochmannia_endosymbiont_2	[]	1
Candidatus_Blochmannia_3, Candidatus_Blochmannia_1	[130]	1
secondary_endosymbiont_1, Pectobacterium_carotovorum_1, Pectobacterium_atrosepticum_1, Pectobacterium_wasabiae_1, Pectobacterium_sp_1	[129]	1
Oleispira_antarctica_1	[]	1
Aliivibrio_salmonicida_1, Marinobacter_sp_1, Idiomarina_loihiensis_1, Photorhabdus_asymbiotica_1, Vibrio_sp_1, Vibrio_cholerae_1, Alcanivorax_borkumensis_1, Vibrio_tubiashii_1, Vibrio_coralliilyticus_1, Vibrio_alginolyticus_2, Vibrio_tasmaniensis_1, Vibrio_nigripulchritudo_1, Vibrio_furnissii_1, Vibrio_campbellii_1, Vibrio_vulnificus_1, Vibrio_anguillarum_1, Aliivibrio_wodanis_1, Vibrio_parahaemolyticus_1	[]	1
Paracoccus_aminophilus_1	[]	1
Brucella_microti_1, Brucella_pinnipedialis_1, Brucella_canis_1, Sinorhizobium_medicae_1, Agrobacterium_vitis_1, Ensifer_adhaerens_1, Ochrobactrum_anthropi_1, Brucella_ceti_1, Agrobacterium_tumefaciens_1, Neorhizobium_galegae_1, Agrobacterium_sp_1, Brucella_abortus_1, Sinorhizobium_meliloti_1, Brucella_suis_1, Pseudovibrio_sp_1, Rhizobium_sp_1, Rhizobium_sp_3, Sinorhizobium_fredii_1, Paracoccus_denitrificans_1, Brucella_melitensis_1, Agrobacterium_fabrum_1	[135]	1
Brucella_ovis_1	[134]	1
Gilliamella_apicola_1, Pantoea_rwandensis_1, Frischella_perrara_1	[]	1
Candidatus_Moranella_1	[138]	1
Providencia_stuartii_1, Yersinia_kristensenii_1, Erwinia_billingiae_1, Yersinia_pseudotuberculosis_1, Enterobacter_lignolyticus_1, Yersinia_aldovae_1, Sodalis_praecaptivus_1, Shigella_dysenteriae_1, Yersinia_similis_1, Xenorhabdus_bovienii_1, Enterobacter_sp_1, Enterobacter_cloacae_1, Klebsiella_variicola_1, Escherichia_albertii_1, Citrobacter_koseri_1, Candidatus_Baumannia_1, Shimwellia_blattae_1, Kosakonia_sacchari_1, Pantoea_sp_3, Enterobacter_asburiae_1, Hafnia_alvei_1, Serratia_plymuthica_1, Salmonella_enterica_1, Klebsiella_pneumoniae_1, Enterobacteriaceae_bacterium_1, Yersinia_rohdei_1, secondary_endosymbiont_2, Enterobacter_aerogenes_1, Yersinia_ruckeri_1, Erwinia_pyrifoliae_1, Escherichia_coli_1, Escherichia_coli_3, Escherichia_coli_2, Serratia_sp_1, Escherichia_fergusonii_1, Cronobacter_turicensis_1, Yersinia_frederiksenii_1, Xenorhabdus_nematophila_1, Klebsiella_michiganensis_1, Proteus_mirabilis_1, Sodalis_glossinidius_1, Dickeya_dadantii_1, synthetic_Escherichia_1, Yersinia_intermedia_1, Morganella_morganii_1, Yersinia_pestis_2, Yersinia_pestis_1, Serratia_liquefaciens_1, Erwinia_amylovora_1, Serratia_multitudinisentens_1, Erwinia_tasmaniensis_1, Salmonella_bongori_1, Dickeya_zeae_1, Cedecea_neteri_1, Shigella_flexneri_2, Shigella_boydii_2, Shigella_boydii_1, Shigella_sonnei_1, Yersinia_enterocolitica_1, Cronobacter_sakazakii_1, Edwardsiella_ictaluri_1, Citrobacter_rodentium_1, Serratia_proteamaculans_1, Candidatus_Sodalis_1, Edwardsiella_tarda_1, Serratia_symbiotica_1, Pluralibacter_gergoviae_2, Serratia_marcescens_1, Erwinia_sp_1, Klebsiella_oxytoca_1, Citrobacter_freundii_1, Raoultella_ornithinolytica_1, Edwardsiella_piscicida_1	[137]	1
Buchnera_aphidicola_2	[140]	1
Marinobacter_similis_1, Alcanivorax_pacificus_1, Plautia_stali_1, Marinobacter_adhaerens_1, Marinobacter_hydrocarbonoclasticus_1, Xenorhabdus_doucetiae_1, Marinobacter_salarius_1, Salmonella_enterica_2, Alcanivorax_dieselolei_1, Thalassolituus_oleivorans_1, Buchnera_aphidicola_1, Buchnera_aphidicola_3, Xenorhabdus_poinarii_1, Pluralibacter_gergoviae_1	[139]	1
Candidatus_Ishikawaella_1	[]	1
Novosphingobium_pentaromativorans_1, Novosphingobium_sp_1	[]	1
Novosphingobium_aromaticivorans_1	[]	1
Rhodospirillum_rubrum_1	[]	1
Hyphomonas_neptunium_2, Candidatus_Puniceispirillum_1, Magnetospira_sp_1, Maricaulis_maris_1	[146]	1
Thalassospira_xiamenensis_1	[145]	1
Sphingomonas_taxi_1, Sphingobium_sp_1, Sphingobium_chlorophenolicum_1, Sphingopyxis_sp_1, Sphingomonas_sanxanigenens_1, Sphingobium_japonicum_1, Sphingomonas_sp_2	[]	1
Candidatus_Phaeomarinobacter_1	[]	1
Archaeoglobus_profundus_1, Ferroglobus_placidus_1	[]	1
Archaeoglobus_fulgidus_1	[]	1
Geoglobus_acetivorans_1, Archaeoglobus_sulfaticallidus_1, Archaeoglobus_veneficus_1	[]	1
Saccharophagus_degradans_1	[]	1
Methanoregula_boonei_1	[]	1
Methanoregula_formicica_1	[]	1
Methanocella_paludicola_1, Methanocella_conradii_1, Methanocella_arvoryzae_1	[]	1
Dasypus_novemcinctus_4, Ornithorhynchus_anatinus_15, Petromyzon_marinus_12, Petromyzon_marinus_10	[157]	1
Petromyzon_marinus_11	[156]	1
Callorhinchus_milii_10, Sarcophilus_harrisii_4, Petromyzon_marinus_7	[159, 180]	1
Callorhinchus_milii_5	[158]	1
Danio_rerio_29	[161, 175]	1
Pongo_pygmaeus_10	[160]	1
Oryzias_latipes_5	[]	1
Oreochromis_niloticus_9, Oreochromis_niloticus_8, Gasterosteus_aculeatus_2, Takifugu_rubripes_10, Oreochromis_niloticus_4, Sarcophilus_harrisii_6, Gasterosteus_aculeatus_7, Gasterosteus_aculeatus_4, Gasterosteus_aculeatus_6, Oryzias_latipes_1, Gasterosteus_aculeatus_8, Gasterosteus_aculeatus_9, Macropus_eugenii_3	[164, 173, 181]	1
Gasterosteus_aculeatus_12	[163]	1
Gasterosteus_aculeatus_10	[]	1
Drosophila_yakuba_1, Drosophila_grimshawi_2, Drosophila_sechellia_1, Drosophila_ananassae_1, Drosophila_melanogaster_1, Drosophila_mojavensis_1, Drosophila_willistoni_1, Drosophila_erecta_1, Drosophila_grimshawi_1, Drosophila_simulans_1, Anopheles_gambiae_1, Drosophila_pseudoobscura_1, Drosophila_pseudoobscura_2, Drosophila_persimilis_2, Drosophila_persimilis_1, Drosophila_virilis_1, Oryctolagus_cuniculus_8	[168, 171]	1
Danio_rerio_21, Danio_rerio_32	[168, 182, 251]	1
Danio_rerio_1, Microcebus_murinus_2, Microcebus_murinus_1, Myotis_lucifugus_2, Oryzias_latipes_8, Homo_sapiens_2, Homo_sapiens_3, Homo_sapiens_4, Canis_familiaris_1, Pongo_pygmaeus_11, Danio_rerio_19, Ovis_aries_1, Ovis_aries_3, Takifugu_rubripes_9, Rattus_norvegicus_1, Rattus_norvegicus_5, Anolis_carolinensis_1, Ornithorhynchus_anatinus_9, Ornithorhynchus_anatinus_4, Ornithorhynchus_anatinus_6, Ornithorhynchus_anatinus_1, Callithrix_jacchus_1, Callithrix_jacchus_4, Felis_catus_1, Felis_catus_2, Felis_catus_4, Felis_catus_5, Spermophilus_tridecemlineatus_1, Papio_hamadryas_1, Papio_hamadryas_3, Tursiops_truncatus_1, Tursiops_truncatus_6, Cricetulus_griseus_3, Cricetulus_griseus_2, Gadus_morhua_6, Pongo_pygmaeus_2, Gasterosteus_aculeatus_1, Monodelphis_domestica_2, Monodelphis_domestica_1, Geospiza_fortis_1, Mustela_putorius_1, Takifugu_rubripes_11, Ceratotherium_simum_6, Ceratotherium_simum_4, Ceratotherium_simum_1, Gallus_gallus_1, Gallus_gallus_3, Sus_scrofa_9, Sus_scrofa_4, Otolemur_garnettii_1, Xenopus_tropicalis_8, Xenopus_tropicalis_7, Xenopus_tropicalis_5, Xenopus_tropicalis_1, Saimiri_boliviensis_1, Ochotona_princeps_2, Ochotona_princeps_4, Tarsius_syrichta_4, Tarsius_syrichta_2, Tarsius_syrichta_3, Callorhinchus_milii_16, Dasypus_novemcinctus_2, Dasypus_novemcinctus_5, Sarcophilus_harrisii_2, Sarcophilus_harrisii_3, Loxodonta_africana_8, Loxodonta_africana_4, Callorhinchus_milii_18, Equus_caballus_1, Equus_caballus_2, Equus_caballus_3, Bos_taurus_4, Sorex_araneus_1, Sorex_araneus_5, Sorex_araneus_4, Latimeria_chalumnae_1, Latimeria_chalumnae_6, Mus_musculus_1, Mus_musculus_2, Gorilla_gorilla_1, Gorilla_gorilla_2, Gorilla_gorilla_6, Ornithorhynchus_anatinus_10, Erinaceus_europaeus_2, Danio_rerio_89, Callorhinchus_milii_27, Callorhinchus_milii_24, Callorhinchus_milii_28, Papio_anubis_2, Callorhinchus_milii_4, Xenopus_tropicalis_16, Xenopus_tropicalis_12, Xenopus_tropicalis_13, Oreochromis_niloticus_13, Oreochromis_niloticus_14, Macropus_eugenii_4, Macropus_eugenii_6, Bos_taurus_9, Taeniopygia_guttata_1, Taeniopygia_guttata_6, Heterocephalus_glaber_1, Melopsittacus_undulatus_4, Melopsittacus_undulatus_3, Melopsittacus_undulatus_2, Petromyzon_marinus_16, Petromyzon_marinus_15, Callorhinchus_milii_23, Callorhinchus_milii_20, Macaca_mulatta_1, Macaca_mulatta_4, Trichechus_manatus_9, Trichechus_manatus_8, Trichechus_manatus_1, Macropus_eugenii_8, Callorhinchus_milii_1, Erinaceus_europaeus_3, Petromyzon_marinus_24, Nomascus_leucogenys_4, Nomascus_leucogenys_9, Pan_troglodytes_2, Pan_troglodytes_3, Loxodonta_africana_5, Ailuropoda_melanoleuca_1, Papio_anubis_1, Cavia_porcellus_3, Cavia_porcellus_1, Meleagris_gallopavo_2, Saimiri_boliviensis_5, Petromyzon_marinus_1, Takifugu_rubripes_1, Takifugu_rubripes_8, Danio_rerio_28, Danio_rerio_25, Balaenoptera_acutorostrata_5, Balaenoptera_acutorostrata_3, Pongo_pygmaeus_9, Meleagris_gallopavo_1, Oryctolagus_cuniculus_3, Chrysemys_picta_5, Oryctolagus_cuniculus_1, Danio_rerio_34, Danio_rerio_33	[166, 167, 169, 170, 173, 176, 177, 183, 186, 193, 252, 396, 786]	1
Danio_rerio_65, Danio_rerio_35, Danio_rerio_30	[168, 397]	1
Rattus_norvegicus_3, Tursiops_truncatus_3	[168, 178, 398]	1
Sarcophilus_harrisii_5, Macropus_eugenii_2	[166, 173]	1
Oreochromis_niloticus_2	[]	1
Oreochromis_niloticus_7, Monodelphis_domestica_3, Xenopus_tropicalis_3, Latimeria_chalumnae_4, Callorhinchus_milii_7, Nomascus_leucogenys_7	[163, 168, 171]	1
Xenopus_tropicalis_10	[]	1
Danio_rerio_79	[160, 402]	1
Danio_rerio_60, Danio_rerio_71, Danio_rerio_38	[168, 403]	1
Balaenoptera_acutorostrata_9	[168, 178]	1
Trichechus_manatus_7	[170, 177]	1
Oreochromis_niloticus_10	[]	1
Petromyzon_marinus_6	[158]	1
Gasterosteus_aculeatus_11, Oreochromis_niloticus_6	[163]	1
Danio_rerio_61	[167, 183, 405]	1
Ornithorhynchus_anatinus_8, Xenopus_tropicalis_4, Petromyzon_marinus_18, Petromyzon_marinus_22, Pan_troglodytes_6, Pan_troglodytes_5, Petromyzon_marinus_13, Petromyzon_marinus_8, Trichechus_manatus_4, Danio_rerio_23	[34, 168, 182, 184, 406, 787]	1
Sus_scrofa_10, Danio_rerio_27, Oryctolagus_cuniculus_5	[183]	1
Chrysemys_picta_11	[]	1
Tursiops_truncatus_4, Loxodonta_africana_20, Macropus_eugenii_1	[168, 215]	1
Myxococcus_stipitatus_2	[]	1
Desulfurella_acetivorans_1, Hippea_maritima_1	[]	1
Chthonomonas_calidirosea_1	[]	1
Desulfovibrio_alaskensis_1	[]	1
Felis_catus_3, Spermophilus_tridecemlineatus_5, Tarsius_syrichta_1, Ailuropoda_melanoleuca_3	[193]	1
Microcystis_aeruginosa_1	[]	1
Homo_sapiens_5, Canis_familiaris_5	[168, 191, 215]	1
Caldilinea_aerophila_1	[]	1
Candidatus_Nitrospira_1	[]	1
Anaerolinea_thermophila_1	[]	1
Sphaerobacter_thermophilus_1	[]	1
Thermomicrobium_roseum_1, Thermobaculum_terrenum_1	[]	1
Elusimicrobium_minutum_1	[]	1
Thermodesulfobium_narugense_1	[]	1
Thermovibrio_ammonificans_1, Desulfurobacterium_thermolithotrophum_1	[]	1
Desulfomonile_tiedjei_1	[]	1
Leptospirillum_ferriphilum_1, Leptospirillum_ferrooxidans_1	[]	1
Dehalococcoides_mccartyi_1, Dehalogenimonas_lykanthroporepellens_1	[]	1
Desulfatibacillum_alkenivorans_1	[]	1
Desulfohalobium_retbaense_1	[]	1
Desulfovibrio_desulfuricans_2, Desulfovibrio_salexigens_1, Desulfovibrio_hydrothermalis_1	[211]	1
Coprothermobacter_proteolyticus_1, Desulfarculus_baarsii_1	[]	1
Desulfovibrio_magneticus_1, Desulfovibrio_vulgaris_1	[]	1
Desulfovibrio_gigas_1	[]	1
Desulfococcus_oleovorans_1	[207]	1
Caldisericum_exile_1	[]	1
Thermus_scotoductus_1, Thermus_thermophilus_1, Thermus_sp_1, Thermus_oshimai_1	[]	1
Candidatus_Babela_1	[]	1
Canis_familiaris_2	[186, 193]	1
Brachyspira_pilosicoli_1, Brachyspira_hyodysenteriae_1	[]	1
Candidatus_Methanomassiliicoccus_1	[]	1
Staphylothermus_marinus_1, Thermosphaera_aggregans_1, Sulfolobus_islandicus_1, Hyperthermus_butylicus_1, Acidianus_hospitalis_1, Aeropyrum_pernix_1, Desulfurococcus_kamchatkensis_1, Ignicoccus_hospitalis_1, Desulfurococcus_mucosus_1, Sulfolobus_solfataricus_1, Staphylothermus_hellenicus_1	[]	1
Acidilobus_saccharovorans_1	[]	1
Thermoplasmatales_archaeon_1	[]	1
Halobacterium_sp_1, Halorubrum_lacusprofundi_2	[]	1
Natrinema_sp_1, Haloquadratum_walsbyi_1, Halorhabdus_utahensis_1, Haloarcula_sp_1, Natronomonas_moolapensis_1, Halovivax_ruber_1, Natrialba_magadii_1, Haloferax_mediterranei_1, Halopiger_xanaduensis_1, Halogeometricum_borinquense_1, Natronobacterium_gregoryi_1, Haloarcula_marismortui_1, Haloferax_volcanii_1, Natronococcus_occultus_1, Halorhabdus_tiamatea_1, Haloarcula_hispanica_1, Salinarchaeum_sp_1, Natrinema_pellirubrum_1, Halostagnicola_larsenii_1, Halalkalicoccus_jeotgali_1, Haloterrigena_turkmenica_1, Natronomonas_pharaonis_1	[223, 224]	1
Halobacterium_sp_2, Halobacterium_salinarum_1	[222]	1
Halomicrobium_mukohataei_1	[222]	1
Desulfovibrio_africanus_1	[]	1
Leishmania_major_1	[]	1
Pelosinus_sp_1	[]	1
Desulfotomaculum_acetoxidans_1	[]	1
Aciduliprofundum_sp_1, Aciduliprofundum_boonei_1	[]	1
Methanocaldococcus_infernus_1	[]	1
Methanotorris_igneus_1, Methanocaldococcus_fervens_1, Methanocaldococcus_sp_1, Methanocaldococcus_jannaschii_1, Methanocaldococcus_vulcanius_1	[]	1
Sulfobacillus_acidophilus_1	[]	1
Methylibium_petroleiphilum_2	[]	1
Borrelia_recurrentis_1, Borrelia_duttonii_1, Borrelia_crocidurae_1	[]	1
Treponema_brennaborense_1	[]	1
Salinispira_pacifica_1	[]	1
Spirochaeta_smaragdinae_1	[]	1
Spirochaeta_thermophila_1	[]	1
Spirochaeta_africana_1	[]	1
Borrelia_miyamotoi_1	[]	1
Borrelia_parkeri_1, Borrelia_turicatae_1	[]	1
Treponema_caldaria_1	[]	1
Sphaerochaeta_globosa_1	[]	1
Sphaerochaeta_pleomorpha_1	[]	1
Crinalium_epipsammum_1	[]	1
Cyanobacterium_stanieri_1, Synechococcus_sp_5, Leptolyngbya_sp_1	[]	1
Shigella_flexneri_1	[]	1
Mustela_putorius_4	[]	1
Ochotona_princeps_6, Bos_taurus_21	[252]	1
Synechococcus_sp_6	[]	1
Sarcophilus_harrisii_7	[167, 252]	1
Loxodonta_africana_9	[168, 249, 251]	1
Felis_catus_6	[]	1
Dasypus_novemcinctus_1	[]	1
Nostoc_punctiforme_1	[]	1
Synechococcus_sp_2, Synechococcus_sp_3, Cyanothece_sp_3, Chroococcidiopsis_thermalis_2, Nostoc_sp_4	[268]	1
Nodularia_spumigena_1, Cylindrospermum_stagnale_1, Geitlerinema_sp_1, Synechococcus_sp_7, Calothrix_sp_3, Synechococcus_elongatus_1	[]	1
Anabaena_variabilis_1, Anabaena_cylindrica_2, Oscillatoria_acuminata_4, Anabaena_sp_1, Calothrix_sp_1, Nostoc_sp_2, Rivularia_sp_2	[]	1
Chamaesiphon_minutus_1, Microcoleus_sp_2	[]	1
