	Adjacency	Frequency
Loxodonta_africana_184	[]	1
Trichechus_manatus_936	[63, 2636]	1
Loxodonta_africana_208	[]	1
Loxodonta_africana_332	[]	1
Trichechus_manatus_541	[]	1
Trichechus_manatus_215	[57]	1
Trichechus_manatus_700	[]	1
Trichechus_manatus_453	[]	1
Trichechus_manatus_771	[]	1
Loxodonta_africana_33	[]	1
Trichechus_manatus_856	[]	1
Loxodonta_africana_536	[]	1
Trichechus_manatus_300	[67]	1
Loxodonta_africana_594	[]	1
Tarsius_syrichta_2	[]	1
Loxodonta_africana_30	[]	1
Loxodonta_africana_40	[]	1
Loxodonta_africana_678	[]	1
Loxodonta_africana_604	[]	1
Balaenoptera_acutorostrata_3037	[]	1
Tursiops_truncatus_2453	[]	1
Tursiops_truncatus_440	[]	1
Tursiops_truncatus_1424	[]	1
Tursiops_truncatus_1939	[]	1
Bos_taurus_1357	[]	1
Bos_taurus_211	[]	1
Bos_taurus_442, Tursiops_truncatus_1388	[97, 98, 100, 112, 125, 3717]	1
Balaenoptera_acutorostrata_2511, Tursiops_truncatus_472, Tursiops_truncatus_2059	[96, 99, 104, 127]	1
Tursiops_truncatus_1967	[96, 99]	1
Ovis_aries_17, Balaenoptera_acutorostrata_1182, Tursiops_truncatus_1406	[97, 98]	1
Balaenoptera_acutorostrata_789, Bos_taurus_604, Tursiops_truncatus_1868, Balaenoptera_acutorostrata_3010	[96, 101, 102, 113]	1
Tursiops_truncatus_1655	[100]	1
Balaenoptera_acutorostrata_1216, Bos_taurus_697, Balaenoptera_acutorostrata_1826, Bos_taurus_294, Bos_taurus_751	[100, 103, 105, 114, 129, 145]	1
Tursiops_truncatus_1274	[102]	1
Bos_taurus_1238	[97]	1
Bos_taurus_1529	[102]	1
Balaenoptera_acutorostrata_2651	[]	1
Tursiops_truncatus_1307	[]	1
Tursiops_truncatus_20	[]	1
Ovis_aries_468	[115]	1
Bos_taurus_590	[]	1
Ceratotherium_simum_6	[]	1
Tursiops_truncatus_2535	[96, 113]	1
Tursiops_truncatus_922, Balaenoptera_acutorostrata_1307	[100, 112, 114]	1
Balaenoptera_acutorostrata_2199, Balaenoptera_acutorostrata_130	[102, 113]	1
Bos_taurus_1146	[109]	1
Bos_taurus_1580	[]	1
Balaenoptera_acutorostrata_1655	[]	1
Bos_taurus_663	[]	1
Balaenoptera_acutorostrata_2692	[]	1
Balaenoptera_acutorostrata_845	[]	1
Bos_taurus_1000	[]	1
Trichechus_manatus_1065	[]	1
Balaenoptera_acutorostrata_1344	[]	1
Balaenoptera_acutorostrata_1850	[]	1
Balaenoptera_acutorostrata_980	[96, 126, 127, 128, 147]	1
Tursiops_truncatus_700	[125]	1
Tursiops_truncatus_1706	[97, 125]	1
Ovis_aries_222	[125, 129]	1
Bos_taurus_1683, Bos_taurus_937, Bos_taurus_1228	[102, 128]	1
Tursiops_truncatus_1038	[]	1
Lactococcus_lactis_4	[]	1
Streptococcus_salivarius_3	[]	1
Gasterosteus_aculeatus_9	[]	1
Trichechus_manatus_181	[35]	1
Exiguobacterium_antarcticum_2	[]	1
Callorhinchus_milii_55	[]	1
Callorhinchus_milii_88	[]	1
Pristionchus_pacificus_12	[143]	1
Caenorhabditis_briggsae_14	[]	1
Oryzias_latipes_4	[]	1
Loxodonta_africana_308	[]	1
Trichechus_manatus_279	[]	1
Caenorhabditis_japonica_6	[138]	1
Callorhinchus_milii_52	[]	1
Tursiops_truncatus_88, Ovis_aries_315	[102]	1
Ovis_aries_53	[]	1
Bos_taurus_592	[125]	1
Gasterosteus_aculeatus_3	[]	1
Loxodonta_africana_531	[150]	1
Trichechus_manatus_1100	[149]	1
Loxodonta_africana_162	[]	1
Dasypus_novemcinctus_12	[]	1
Dasypus_novemcinctus_379	[]	1
Dasypus_novemcinctus_213	[]	1
Dasypus_novemcinctus_31	[]	1
Dasypus_novemcinctus_133	[157]	1
Dasypus_novemcinctus_92	[156, 159]	1
Dasypus_novemcinctus_346	[]	1
Dasypus_novemcinctus_48	[157]	1
Trichechus_manatus_937	[]	1
Loxodonta_africana_509	[]	1
Strongylocentrotus_purpuratus_31	[]	1
Caenorhabditis_brenneri_25, Caenorhabditis_brenneri_7, Caenorhabditis_remanei_11	[164]	1
Caenorhabditis_brenneri_11	[163]	1
Danio_rerio_54	[]	1
Macaca_mulatta_15	[]	1
Gadus_morhua_7	[]	1
Trichechus_manatus_308	[177, 191, 2494]	1
Pan_troglodytes_15, Pongo_pygmaeus_18	[170, 171]	1
Danio_rerio_332, Danio_rerio_315, Danio_rerio_583	[169]	1
Ornithorhynchus_anatinus_18	[169]	1
Ornithorhynchus_anatinus_25	[]	1
Trichechus_manatus_608, Trichechus_manatus_491	[192]	1
Trichechus_manatus_125	[]	1
Loxodonta_africana_16	[]	1
Trichechus_manatus_783	[]	1
Trichechus_manatus_812	[168]	1
Trichechus_manatus_292	[]	1
Danio_rerio_88	[]	1
Danio_rerio_142	[184]	1
Danio_rerio_44	[]	1
Trichechus_manatus_573	[]	1
Trichechus_manatus_675	[]	1
Danio_rerio_140	[180]	1
Trichechus_manatus_1165	[]	1
Loxodonta_africana_601	[]	1
Loxodonta_africana_486	[]	1
Loxodonta_africana_578	[]	1
Loxodonta_africana_666	[]	1
Loxodonta_africana_282	[]	1
Loxodonta_africana_646	[168]	1
Trichechus_manatus_557	[173]	1
Loxodonta_africana_585	[]	1
Mycoplasma_haemofelis_1, Mycoplasma_haemocanis_1	[]	1
Mycoplasma_californicum_2	[]	1
Mycoplasma_agalactiae_1, Mycoplasma_bovis_1	[]	1
Mycoplasma_agalactiae_2, Mycoplasma_bovis_2	[]	1
Mycoplasma_parvum_1	[]	1
Thermoplasmatales_archaeon_1	[]	1
Methanobrevibacter_sp_2	[]	1
Candidatus_Methanoplasma_1	[]	1
Candida_dubliniensis_3, Candida_albicans_2	[]	1
Ruminococcus_bicirculans_2	[]	1
Candidatus_Methanomassiliicoccus_1	[]	1
Valsa_mali_13	[]	1
Mycoplasma_conjunctivae_1, Mycoplasma_bovoculi_1, Mycoplasma_hyorhinis_1, Mycoplasma_dispar_1, Mycoplasma_flocculare_1, Mycoplasma_hyopneumoniae_1	[1092]	1
Trichechus_manatus_397	[]	1
Leishmania_major_3	[]	1
Vibrio_cholerae_5	[]	1
Populus_trichocarpa_7	[]	1
Sorghum_bicolor_6	[]	1
Arabidopsis_thaliana_3, Arabidopsis_thaliana_11	[216]	1
Gallus_gallus_8, Geospiza_fortis_4, Taeniopygia_guttata_11, Meleagris_gallopavo_2	[]	1
Geospiza_fortis_2	[]	1
Anolis_carolinensis_1	[]	1
Brachypodium_distachyon_12, Oryza_sativa_1, Arabidopsis_thaliana_5, Arabidopsis_thaliana_2, Zea_mays_1, Brachypodium_distachyon_1, Oryza_sativa_18, Sorghum_bicolor_1, Glycine_max_1, Medicago_truncatula_7, Populus_trichocarpa_3, Populus_trichocarpa_10, Vitis_vinifera_3	[212, 217, 218, 219, 233]	1
Vitis_vinifera_2	[216]	1
Arabidopsis_thaliana_4, Sorghum_bicolor_4	[216]	1
Glycine_max_4	[216]	1
Methanolacinia_petrolearia_1	[238]	1
Methanocella_arvoryzae_2, Methanocella_conradii_2	[]	1
Methanocella_paludicola_3	[]	1
Halobacterium_sp_3	[]	1
Petromyzon_marinus_29	[]	1
Haloferax_mediterranei_4, Haloferax_volcanii_4	[]	1
Halorubrum_lacusprofundi_1	[]	1
Physcomitrella_patens_10	[]	1
Halorubrum_lacusprofundi_2	[]	1
Lachnoclostridium_phytofermentans_2, butyrate-producing_bacterium_3	[]	1
Loxodonta_africana_593	[]	1
Caenorhabditis_japonica_20	[]	1
Aspergillus_nidulans_4	[]	1
Glycine_max_8	[216]	1
Trichechus_manatus_889	[]	1
Trichechus_manatus_1170	[]	1
Loxodonta_africana_595	[]	1
Loxodonta_africana_189	[]	1
Methanocorpusculum_labreanum_3	[220]	1
Strongylocentrotus_purpuratus_11, Strongylocentrotus_purpuratus_12, Strongylocentrotus_purpuratus_16	[]	1
Oreochromis_niloticus_12, Oreochromis_niloticus_11	[241]	1
Oreochromis_niloticus_10	[240]	1
Trichechus_manatus_32	[]	1
Loxodonta_africana_454	[]	1
Trichechus_manatus_563	[]	1
Loxodonta_africana_555	[]	1
Dasypus_novemcinctus_330	[247]	1
Tarsius_syrichta_5, Papio_hamadryas_2, Papio_anubis_6, Macaca_mulatta_1	[246, 834]	1
Trichechus_manatus_33	[837]	1
Trichechus_manatus_72	[]	1
Trichechus_manatus_814	[]	1
Dasypus_novemcinctus_267	[252]	1
Trichechus_manatus_392	[251, 253, 254, 258, 841]	1
Trichechus_manatus_1181	[252]	1
Trichechus_manatus_891	[252]	1
Trichechus_manatus_1142	[]	1
Loxodonta_africana_643	[]	1
Bos_taurus_1290	[]	1
Trichechus_manatus_653	[252]	1
Trichechus_manatus_474	[]	1
Candida_dubliniensis_1	[]	1
Clostridium_botulinum_5	[]	1
Saprospira_grandis_2, Saprospira_grandis_3	[]	1
Staphylococcus_aureus_5, Staphylococcus_pseudintermedius_2, Staphylococcus_aureus_2, Staphylococcus_lugdunensis_1, Staphylococcus_hyicus_2, Staphylococcus_carnosus_3, Staphylococcus_warneri_2	[265]	1
Staphylococcus_pseudintermedius_5, Staphylococcus_xylosus_2, Staphylococcus_pasteuri_4, Staphylococcus_lugdunensis_3, Staphylococcus_saprophyticus_2, Staphylococcus_carnosus_2, Staphylococcus_warneri_4	[]	1
Staphylococcus_aureus_6	[263]	1
Mycoplasma_suis_2, Mycoplasma_ovis_2	[267]	1
Mycoplasma_parvum_2, Candidatus_Mycoplasma_5, Mycoplasma_wenyonii_2	[266]	1
Roseburia_intestinalis_4, Roseburia_hominis_2	[]	1
Clostridium_cf_2, butyrate-producing_bacterium_2	[]	1
Mycoplasma_genitalium_2, Mycoplasma_pneumoniae_2	[]	1
Clostridium_saccharolyticum_4, Ruminococcus_sp_2	[]	1
Coprococcus_catus_2	[]	1
Mycoplasma_gallisepticum_2, Mycoplasma_gallisepticum_4	[275]	1
Faecalitalea_cylindroides_2	[]	1
Mycoplasma_gallisepticum_3	[273]	1
Dasypus_novemcinctus_150	[]	1
Mycoplasma_suis_1	[279]	1
Mycoplasma_wenyonii_1, Mycoplasma_ovis_1	[]	1
Candidatus_Mycoplasma_3	[277]	1
Myxococcus_stipitatus_1	[]	1
Variovorax_paradoxus_5	[]	1
Methanosphaera_stadtmanae_1	[]	1
Candidatus_Mycoplasma_4	[]	1
Methanobrevibacter_ruminantium_2	[]	1
Clostridium_scatologenes_1	[]	1
Butyrivibrio_proteoclasticus_1	[]	1
Clostridium_sp_4	[]	1
candidate_division_1	[]	1
Verrucomicrobia_bacterium_3	[]	1
Aciduliprofundum_sp_1, Aciduliprofundum_boonei_1	[]	1
Trichechus_manatus_390	[]	1
Faecalibacterium_prausnitzii_2	[]	1
Candidatus_Mycoplasma_2	[]	1
Oscillibacter_valericigenes_2	[]	1
Mollicutes_bacterium_2	[]	1
Picrophilus_torridus_3	[]	1
Thermoplasma_acidophilum_3, Thermoplasma_volcanium_1	[]	1
Ferroplasma_acidarmanus_1	[]	1
Erysipelothrix_rhusiopathiae_2	[]	1
Faecalitalea_cylindroides_1	[]	1
Coprococcus_catus_3, Mageeibacillus_indolicus_3	[]	1
Mycoplasma_mycoides_1, Mycoplasma_putrefaciens_1, Mycoplasma_leachii_1, Mesoplasma_florum_1, Mycoplasma_capricolum_1, Mycoplasma_yeatsii_1	[]	1
Nitrosopumilus_maritimus_1	[]	1
Danio_rerio_291	[]	1
Trichechus_manatus_809	[]	1
Caenorhabditis_remanei_22, Caenorhabditis_remanei_23	[]	1
Caenorhabditis_briggsae_6, Caenorhabditis_briggsae_5, Caenorhabditis_briggsae_8	[]	1
Trichechus_manatus_1021	[]	1
Danio_rerio_68	[]	1
Trichechus_manatus_86	[]	1
Trichechus_manatus_522	[]	1
Trichechus_manatus_54	[]	1
Trichechus_manatus_391	[]	1
Nitrosopumilus_maritimus_2	[]	1
Methanobrevibacter_smithii_2	[]	1
Schizosaccharomyces_pombe_5	[317]	1
Schizosaccharomyces_pombe_2	[316]	1
Encephalitozoon_cuniculi_2, Encephalitozoon_intestinalis_2	[319]	1
Encephalitozoon_hellem_2, Encephalitozoon_romaleae_2	[318]	1
Aspergillus_nidulans_1, Aspergillus_oryzae_1	[]	1
Aspergillus_fumigatus_1, Penicillium_chrysogenum_3	[]	1
Pristionchus_pacificus_8, Petromyzon_marinus_6, Pristionchus_pacificus_21	[]	1
Methanolinea_tarda_3, Methanoregula_boonei_2, Methanoregula_formicica_2	[]	1
Methanosphaerula_palustris_3, Methanoculleus_marisnigri_1, Methanoculleus_bourgensis_1	[]	1
Methanocorpusculum_labreanum_2	[]	1
Schizosaccharomyces_pombe_4	[]	1
Drosophila_yakuba_2, Drosophila_erecta_5	[]	1
Pristionchus_pacificus_24	[]	1
Methanospirillum_hungatei_2	[]	1
Oreochromis_niloticus_4	[]	1
Strongylocentrotus_purpuratus_29	[336]	1
Callorhinchus_milii_32	[]	1
Drosophila_ananassae_4, Drosophila_ananassae_2	[334]	1
Pristionchus_pacificus_16, Drosophila_ananassae_1, Strongylocentrotus_purpuratus_4, Drosophila_simulans_1, Pristionchus_pacificus_7, Pristionchus_pacificus_2, Drosophila_yakuba_1, Drosophila_grimshawi_2, Drosophila_melanogaster_1, Drosophila_virilis_1, Strongylocentrotus_purpuratus_15, Drosophila_pseudoobscura_2, Anopheles_gambiae_1, Petromyzon_marinus_4, Petromyzon_marinus_5, Petromyzon_marinus_7, Drosophila_mojavensis_1, Pristionchus_pacificus_13, Drosophila_erecta_2, Drosophila_sechellia_1, Drosophila_willistoni_2, Drosophila_willistoni_3, Petromyzon_marinus_10, Petromyzon_marinus_14, Drosophila_persimilis_1	[333, 335, 336, 338, 339, 341, 344, 857]	1
Strongylocentrotus_purpuratus_24	[334]	1
Drosophila_melanogaster_2, Drosophila_sechellia_3	[331, 334, 337, 858]	1
Petromyzon_marinus_32	[336]	1
Petromyzon_marinus_19	[334]	1
Petromyzon_marinus_20	[334]	1
Drosophila_pseudoobscura_5, Drosophila_persimilis_2	[]	1
Strongylocentrotus_purpuratus_28	[334]	1
Kluyveromyces_lactis_2	[]	1
Petromyzon_marinus_16	[]	1
Pristionchus_pacificus_17, Caenorhabditis_brenneri_6, Caenorhabditis_japonica_14, Caenorhabditis_japonica_17, Caenorhabditis_remanei_4, Caenorhabditis_briggsae_12, Caenorhabditis_brenneri_12, Caenorhabditis_brenneri_17, Caenorhabditis_brenneri_22, Caenorhabditis_japonica_3, Caenorhabditis_remanei_16, Caenorhabditis_elegans_2, Caenorhabditis_remanei_8, Caenorhabditis_briggsae_2	[334, 346, 901]	1
Caenorhabditis_remanei_21, Caenorhabditis_remanei_18	[]	1
Caenorhabditis_brenneri_30	[344]	1
Ornithorhynchus_anatinus_12	[]	1
Trichechus_manatus_1174	[]	1
Loxodonta_africana_676	[]	1
Trichechus_manatus_1140	[374]	1
Loxodonta_africana_535	[393]	1
Danio_rerio_310	[407]	1
Loxodonta_africana_226	[438]	1
Trichechus_manatus_148	[444]	1
Trichechus_manatus_387	[]	1
Loxodonta_africana_238	[]	1
Trichechus_manatus_621	[]	1
Trichechus_manatus_984	[]	1
Loxodonta_africana_150	[]	1
Trichechus_manatus_414	[]	1
Trichechus_manatus_1012	[366]	1
Loxodonta_africana_92	[]	1
Trichechus_manatus_1132	[366]	1
Danio_rerio_456	[]	1
Trichechus_manatus_1071	[]	1
Trichechus_manatus_718	[361, 363]	1
Trichechus_manatus_1035	[]	1
Loxodonta_africana_395	[2289]	1
Loxodonta_africana_521	[]	1
Trichechus_manatus_988	[]	1
Trichechus_manatus_1058	[]	1
Trichechus_manatus_638	[]	1
Loxodonta_africana_679	[379]	1
Trichechus_manatus_1099	[350]	1
Trichechus_manatus_1119	[2506]	1
Trichechus_manatus_153	[]	1
Loxodonta_africana_250	[]	1
Trichechus_manatus_799	[]	1
Loxodonta_africana_348, Trichechus_manatus_716	[373]	1
Loxodonta_africana_256	[]	1
Gasterosteus_aculeatus_18	[]	1
Trichechus_manatus_1031	[]	1
Loxodonta_africana_630	[]	1
Trichechus_manatus_972	[]	1
Trichechus_manatus_945	[386, 431]	1
Trichechus_manatus_436	[385]	1
Trichechus_manatus_1016	[]	1
Loxodonta_africana_306	[446]	1
Trichechus_manatus_452	[453, 555]	1
Loxodonta_africana_477	[392, 413, 536]	1
Loxodonta_africana_557	[400]	1
Trichechus_manatus_940, Trichechus_manatus_290, Trichechus_manatus_817, Trichechus_manatus_792	[390, 394, 395, 414, 424, 465, 485, 502, 556, 2508]	1
Trichechus_manatus_599	[351, 394, 399, 415, 2509]	1
Loxodonta_africana_70	[392, 393, 400, 416, 2291]	1
Loxodonta_africana_260	[392, 400, 425]	1
Loxodonta_africana_442	[]	1
Loxodonta_africana_660	[]	1
Trichechus_manatus_813	[399, 417, 426, 486, 503, 537, 557]	1
Trichechus_manatus_1008, Loxodonta_africana_341, Trichechus_manatus_592	[393, 398, 400, 418]	1
Trichechus_manatus_960, Trichechus_manatus_614, Trichechus_manatus_833, Trichechus_manatus_407, Trichechus_manatus_428, Trichechus_manatus_507	[391, 394, 395, 399, 401, 403, 419, 487, 504]	1
Trichechus_manatus_56, Trichechus_manatus_604	[400]	1
Loxodonta_africana_591	[]	1
Trichechus_manatus_244	[400]	1
Trichechus_manatus_659	[]	1
Trichechus_manatus_323	[407]	1
Danio_rerio_585	[408, 414, 444]	1
Danio_rerio_650, Loxodonta_africana_390, Bos_taurus_1303, Danio_rerio_563, Trichechus_manatus_1077	[352, 405, 408, 410, 415, 467, 480, 538]	1
Danio_rerio_80, Danio_rerio_53	[406, 407, 411, 416, 488]	1
Trichechus_manatus_746, Trichechus_manatus_990, Tursiops_truncatus_1073	[410, 417, 446]	1
Danio_rerio_284	[407, 409, 411, 418, 2293, 2510]	1
Loxodonta_africana_67	[408, 410, 412, 419, 447]	1
Loxodonta_africana_267	[411]	1
Trichechus_manatus_145	[390, 414]	1
Loxodonta_africana_545, Loxodonta_africana_371, Trichechus_manatus_398, Trichechus_manatus_373, Loxodonta_africana_492, Trichechus_manatus_226	[392, 406, 413, 416, 453, 472, 489, 528, 539]	1
Trichechus_manatus_1115, Danio_rerio_556	[393, 407, 416, 418]	1
Danio_rerio_472, Loxodonta_africana_214	[394, 408, 414, 415, 419, 421]	1
Loxodonta_africana_455, Loxodonta_africana_264	[398, 409, 418, 420, 455, 481, 508, 540]	1
Loxodonta_africana_423	[399, 410, 415, 417, 419, 456, 509]	1
Trichechus_manatus_550	[400, 411, 416, 418]	1
Trichechus_manatus_282	[417]	1
Trichechus_manatus_1092	[416]	1
Trichechus_manatus_1004	[]	1
Trichechus_manatus_1033	[]	1
Trichechus_manatus_493, Trichechus_manatus_446	[392, 425, 453]	1
Trichechus_manatus_133	[395, 424]	1
Trichechus_manatus_968	[398, 455]	1
Trichechus_manatus_744	[428, 431]	1
Loxodonta_africana_45	[427, 432]	1
Loxodonta_africana_6	[436, 473, 541]	1
Loxodonta_africana_311	[438]	1
Trichechus_manatus_1085, Trichechus_manatus_1160, Pan_troglodytes_16, Trichechus_manatus_565, Homo_sapiens_8, Loxodonta_africana_617	[385, 427, 432, 434, 441, 444, 460, 469, 474, 514, 529]	1
Trichechus_manatus_461	[428, 431, 445, 449]	1
Danio_rerio_568	[434, 435, 437]	1
Trichechus_manatus_713	[431, 433, 438, 542, 2511]	1
Loxodonta_africana_254	[433]	1
Trichechus_manatus_462, Trichechus_manatus_806, Loxodonta_africana_632, Trichechus_manatus_268, Trichechus_manatus_99	[429, 437, 439, 440, 446, 451, 475, 562, 2512]	1
Trichechus_manatus_908, Trichechus_manatus_182, Loxodonta_africana_236, Loxodonta_africana_55	[433, 436, 438, 443, 563]	1
Trichechus_manatus_154, Trichechus_manatus_832, Trichechus_manatus_1002, Trichechus_manatus_385, Trichechus_manatus_7, Trichechus_manatus_319, Loxodonta_africana_589	[353, 430, 434, 437, 447]	1
Loxodonta_africana_293	[436]	1
Trichechus_manatus_269	[436]	1
Trichechus_manatus_523, Trichechus_manatus_566	[431]	1
Trichechus_manatus_439	[]	1
Trichechus_manatus_674	[437]	1
Trichechus_manatus_55	[354, 406, 431, 445, 453]	1
Trichechus_manatus_613, Trichechus_manatus_441	[432, 444]	1
Trichechus_manatus_104, Loxodonta_africana_25, Loxodonta_africana_716	[388, 409, 436, 448, 455]	1
Melopsittacus_undulatus_11	[411, 438]	1
Loxodonta_africana_628	[446]	1
Trichechus_manatus_135	[432]	1
Loxodonta_africana_527	[]	1
Trichechus_manatus_485	[436, 455, 517]	1
Loxodonta_africana_670, Ornithorhynchus_anatinus_32	[455]	1
Trichechus_manatus_31, Trichechus_manatus_163, Loxodonta_africana_328	[389, 414, 424, 444, 454, 459, 463, 477, 518]	1
Trichechus_manatus_1000	[453]	1
Trichechus_manatus_343, Trichechus_manatus_9	[417, 426, 446, 451, 452, 456, 457, 2295]	1
Trichechus_manatus_1101	[418, 455]	1
Trichechus_manatus_137	[455]	1
Loxodonta_africana_672	[459]	1
Trichechus_manatus_1024	[453, 458]	1
Loxodonta_africana_225	[431]	1
Loxodonta_africana_65	[]	1
Trichechus_manatus_432	[]	1
Loxodonta_africana_584	[453]	1
Loxodonta_africana_450	[]	1
Loxodonta_africana_611	[392, 466]	1
Trichechus_manatus_400	[465]	1
Danio_rerio_655	[407]	1
Papio_anubis_11, Papio_hamadryas_4	[]	1
Trichechus_manatus_131, Loxodonta_africana_421	[431]	1
Trichechus_manatus_508	[]	1
Loxodonta_africana_574	[]	1
Trichechus_manatus_623	[414, 477]	1
Loxodonta_africana_707	[429, 475]	1
Trichechus_manatus_63	[431]	1
Trichechus_manatus_671, Loxodonta_africana_422	[436, 473]	1
Trichechus_manatus_570	[]	1
Trichechus_manatus_890	[453, 472]	1
Loxodonta_africana_705	[]	1
Trichechus_manatus_993	[]	1
Trichechus_manatus_688	[407]	1
Trichechus_manatus_595, Trichechus_manatus_602	[417]	1
Trichechus_manatus_146	[]	1
Trichechus_manatus_187	[]	1
Trichechus_manatus_1060	[]	1
Trichechus_manatus_835	[392, 489]	1
Trichechus_manatus_299	[398]	1
Trichechus_manatus_377, Loxodonta_africana_110	[400]	1
Danio_rerio_466	[408]	1
Trichechus_manatus_381, Trichechus_manatus_714	[414, 485]	1
Trichechus_manatus_887	[]	1
Loxodonta_africana_564	[]	1
Trichechus_manatus_830	[]	1
Loxodonta_africana_685	[]	1
Trichechus_manatus_989	[]	1
Trichechus_manatus_237	[]	1
Trichechus_manatus_173	[]	1
Loxodonta_africana_255	[]	1
Loxodonta_africana_596	[]	1
Loxodonta_africana_319	[]	1
Trichechus_manatus_903	[]	1
Trichechus_manatus_912	[503]	1
Trichechus_manatus_207	[12, 392, 506]	1
Loxodonta_africana_284	[13, 398, 501, 505, 508, 2297, 2519]	1
Loxodonta_africana_699, Trichechus_manatus_1050	[400, 513]	1
Trichechus_manatus_673	[503]	1
Trichechus_manatus_303	[502]	1
Trichechus_manatus_820	[]	1
Trichechus_manatus_1026	[417, 503, 509, 521]	1
Trichechus_manatus_464	[418, 508, 511, 522]	1
Loxodonta_africana_253	[]	1
Trichechus_manatus_532	[509]	1
Trichechus_manatus_130	[]	1
Trichechus_manatus_969	[504]	1
Trichechus_manatus_559, Trichechus_manatus_162	[431, 523]	1
Loxodonta_africana_553	[]	1
Loxodonta_africana_36	[]	1
Trichechus_manatus_704	[451]	1
Trichechus_manatus_103	[453]	1
Trichechus_manatus_779	[]	1
Trichechus_manatus_421	[]	1
Loxodonta_africana_138	[508]	1
Trichechus_manatus_762	[509]	1
Loxodonta_africana_579	[514]	1
Loxodonta_africana_645	[]	1
Loxodonta_africana_410	[]	1
Loxodonta_africana_329	[]	1
Trichechus_manatus_757	[]	1
Trichechus_manatus_21	[414]	1
Trichechus_manatus_430	[431]	1
Loxodonta_africana_323	[]	1
Trichechus_manatus_15	[]	1
Trichechus_manatus_172	[]	1
Loxodonta_africana_418	[]	1
Trichechus_manatus_827	[537]	1
Loxodonta_africana_495	[]	1
Trichechus_manatus_426	[390]	1
Loxodonta_africana_34, Trichechus_manatus_65	[398, 534, 540]	1
Macropus_eugenii_14	[407]	1
Trichechus_manatus_110	[414]	1
