	Adjacency	Frequency
Formosa_agariphila_3, Gramella_forsetii_1, Cellulophaga_algicola_3, Zobellia_galactanivorans_1, Capnocytophaga_canimorsus_3, Winogradskyella_sp_4, Maribacter_sp_4, Robiginitalea_biformata_3, Croceibacter_atlanticus_3, Elizabethkingia_anophelis_2, Siansivirga_zeaxanthinifaciens_3, Elizabethkingia_sp_1, Muricauda_lutaonensis_3, Cellulophaga_baltica_3, Zunongwangia_profunda_2, Muricauda_ruestringensis_3, Flavobacterium_indicum_2, Cellulophaga_lytica_1	[29]	1
Flexibacter_litoralis_1	[]	1
Flavobacterium_columnare_1, Flavobacterium_columnare_4	[]	1
Flavobacterium_branchiophilum_3	[]	1
Paenibacillus_sp_15	[]	1
Campylobacter_insulaenigrae_1, Belliella_baltica_1, Echinicola_vietnamensis_3, Sulfurospirillum_barnesii_3, Cyclobacterium_marinum_1, Campylobacter_sp_1, Campylobacter_lari_4, Campylobacter_lari_1, Helicobacter_hepaticus_1, Algoriphagus_machipongonensis_3, Campylobacter_subantarcticus_4, Campylobacter_subantarcticus_1, Sulfurospirillum_deleyianum_3	[]	1
Runella_slithyformis_3, Spirosoma_linguale_3	[]	1
Hymenobacter_swuensis_4, Hymenobacter_sp_4, Hymenobacter_sp_7	[]	1
Fluviicola_taffensis_4	[]	1
Pedobacter_saltans_1, Riemerella_anatipestifer_3, Leadbetterella_byssophila_3	[]	1
Flavobacteriaceae_bacterium_3, Flavobacterium_johnsoniae_1	[]	1
Flexibacter_litoralis_2	[]	1
Pontibacter_korlensis_3	[]	1
Pontibacter_korlensis_1	[]	1
Candidatus_Carsonella_13, Candidatus_Carsonella_11	[1814]	1
Candidatus_Carsonella_16	[46]	1
Candidatus_Carsonella_19	[45]	1
Candidatus_Nasuia_2	[]	1
Cyclobacterium_marinum_3, Algoriphagus_machipongonensis_2	[51]	1
Hymenobacter_swuensis_2, Hymenobacter_sp_3, Echinicola_vietnamensis_2	[]	1
Blochmannia_endosymbiont_3	[]	1
Belliella_baltica_2	[48]	1
Marivirga_tractuosa_1	[]	1
Helicobacter_cinaedi_5, Helicobacter_cinaedi_1	[]	1
Nitratifractor_salsuginis_1	[]	1
Candidatus_Amoebophilus_2	[]	1
Arcobacter_nitrofigilis_3	[]	1
Canis_familiaris_6	[]	1
Fibrella_aestuarina_4	[]	1
Nonlabens_dokdonensis_3	[]	1
Blochmannia_endosymbiont_8, Candidatus_Blochmannia_13, Candidatus_Blochmannia_8, Candidatus_Blochmannia_4	[]	1
Canis_familiaris_13	[]	1
Pristionchus_pacificus_25	[]	1
Danio_rerio_139	[4]	1
Bos_taurus_25	[]	1
Callorhinchus_milii_91	[]	1
Eubacterium_limosum_1	[]	1
Callorhinchus_milii_74	[]	1
Helicobacter_heilmannii_3	[]	1
Sulfurospirillum_barnesii_2, Sulfurospirillum_deleyianum_2, Sulfurospirillum_multivorans_2	[]	1
Nitratifractor_salsuginis_2	[]	1
Campylobacter_coli_3, Campylobacter_coli_5, Campylobacter_insulaenigrae_3, Campylobacter_fetus_5, Campylobacter_fetus_1, Campylobacter_jejuni_2, Campylobacter_lari_3, Campylobacter_volucris_3, Campylobacter_peloridis_3, Campylobacter_sp_3, Campylobacter_iguaniorum_1, Campylobacter_subantarcticus_3	[]	1
Helicobacter_mustelae_2, Helicobacter_cetorum_1, Helicobacter_bizzozeronii_2, Helicobacter_acinonychis_3, Helicobacter_felis_1, Helicobacter_hepaticus_3, Helicobacter_pylori_3, Helicobacter_pylori_6, Helicobacter_cinaedi_3	[]	1
Campylobacter_curvus_1, Campylobacter_concisus_3	[]	1
Drosophila_willistoni_12	[]	1
Strongylocentrotus_purpuratus_6	[]	1
Chrysemys_picta_7	[]	1
Pongo_pygmaeus_18	[]	1
Petromyzon_marinus_62	[]	1
Encephalitozoon_cuniculi_1	[]	1
Faecalitalea_cylindroides_4	[]	1
Encephalitozoon_hellem_1	[]	1
Candidatus_Nasuia_1	[]	1
Encephalitozoon_romaleae_1	[]	1
Encephalitozoon_intestinalis_1	[]	1
Danio_rerio_440, Danio_rerio_264	[86]	1
Danio_rerio_391	[85]	1
Loxodonta_africana_34, Loxodonta_africana_50	[89, 155, 202]	1
Anolis_carolinensis_2	[89, 156]	1
Danio_rerio_65, Xenopus_tropicalis_71	[87, 88, 90, 157]	1
Danio_rerio_160	[89, 159]	1
Zygosaccharomyces_rouxii_2	[2350]	1
Schizosaccharomyces_pombe_2	[]	1
Aspergillus_fumigatus_1	[]	1
Arabidopsis_thaliana_22	[]	1
Millerozyma_farinosa_2, Millerozyma_farinosa_4	[104, 2355]	1
Mustela_putorius_4	[97, 207]	1
Sorex_araneus_8, Danio_rerio_323, Xenopus_tropicalis_53	[96, 98, 99, 100]	1
Xenopus_tropicalis_39	[97]	1
Danio_rerio_532	[97]	1
Loxodonta_africana_56	[97]	1
Loxodonta_africana_1	[]	1
Plasmodium_falciparum_2	[]	1
Plasmodium_falciparum_3	[]	1
Millerozyma_farinosa_8	[95]	1
Plasmodium_falciparum_1	[]	1
Danio_rerio_613	[]	1
Mustela_putorius_11, Felis_catus_8, Canis_familiaris_18	[163, 174]	1
Loxodonta_africana_51	[109, 111]	1
Xenopus_tropicalis_44, Xenopus_tropicalis_73, Danio_rerio_367	[108, 110, 112, 210]	1
Danio_rerio_365	[109]	1
Callorhinchus_milii_5	[108]	1
Danio_rerio_213	[109, 114]	1
Danio_rerio_144	[]	1
Danio_rerio_417	[112]	1
Gasterosteus_aculeatus_50	[166]	1
Methanohalobium_evestigatum_2	[]	1
Methanococcoides_burtonii_3, Methanomethylovorans_hollandica_3, Methanosarcina_sp_8, Methanococcoides_methylutens_2, Methanohalophilus_mahii_1	[170]	1
Methanosarcina_vacuolata_2, Methanosarcina_sp_10, Methanosarcina_mazei_4, Methanosarcina_sp_2, Methanosarcina_horonobensis_4, Methanosarcina_barkeri_8, Methanosarcina_barkeri_5, Methanosarcina_barkeri_2, Methanosarcina_thermophila_2, Methanosarcina_lacustris_3, Methanosarcina_barkeri_10	[]	1
Methanosarcina_acetivorans_1, Methanosarcina_siciliae_2	[]	1
Danio_rerio_568, Danio_rerio_261	[140]	1
Danio_rerio_340, Melopsittacus_undulatus_9, Otolemur_garnettii_16, Felis_catus_3, Takifugu_rubripes_20, Xenopus_tropicalis_104, Dasypus_novemcinctus_18, Oreochromis_niloticus_21, Pan_troglodytes_17, Tarsius_syrichta_16, Danio_rerio_510, Mus_musculus_14, Balaenoptera_acutorostrata_26, Canis_familiaris_11, Xenopus_tropicalis_78, Meleagris_gallopavo_5	[122, 124, 131, 152, 155, 166, 227, 2369]	1
Danio_rerio_186	[121, 128]	1
Microcebus_murinus_2, Taeniopygia_guttata_7, Nomascus_leucogenys_15, Ceratotherium_simum_4, Ceratotherium_simum_3, Sus_scrofa_1, Ceratotherium_simum_11, Ovis_aries_11, Tursiops_truncatus_10, Trichechus_manatus_38, Erinaceus_europaeus_11, Cavia_porcellus_9, Cavia_porcellus_3, Cavia_porcellus_6, Cavia_porcellus_7, Otolemur_garnettii_11, Ailuropoda_melanoleuca_19, Mustela_putorius_14, Loxodonta_africana_47, Felis_catus_9, Tursiops_truncatus_8, Bos_taurus_29, Loxodonta_africana_28, Loxodonta_africana_22, Heterocephalus_glaber_4, Geospiza_fortis_5, Homo_sapiens_18, Ochotona_princeps_7, Callorhinchus_milii_10, Macaca_mulatta_17, Rattus_norvegicus_13, Callorhinchus_milii_8, Balaenoptera_acutorostrata_9, Loxodonta_africana_41, Equus_caballus_14, Spermophilus_tridecemlineatus_25, Spermophilus_tridecemlineatus_24, Spermophilus_tridecemlineatus_23, Microcebus_murinus_15, Ailuropoda_melanoleuca_26, Cricetulus_griseus_3, Ornithorhynchus_anatinus_16, Ornithorhynchus_anatinus_11, Chrysemys_picta_23, Oryctolagus_cuniculus_2	[124, 126, 132, 134, 139, 147, 156, 163, 167, 228]	1
Danio_rerio_170, Danio_rerio_172, Microcebus_murinus_5, Melopsittacus_undulatus_4, Pongo_pygmaeus_6, Pongo_pygmaeus_4, Macaca_mulatta_23, Monodelphis_domestica_3, Ceratotherium_simum_1, Sus_scrofa_7, Sus_scrofa_2, Otolemur_garnettii_5, Danio_rerio_475, Ceratotherium_simum_10, Ovis_aries_13, Ovis_aries_12, Equus_caballus_2, Equus_caballus_5, Bos_taurus_9, Bos_taurus_7, Trichechus_manatus_16, Tursiops_truncatus_12, Erinaceus_europaeus_1, Oryctolagus_cuniculus_14, Danio_rerio_435, Trichechus_manatus_30, Macropus_eugenii_7, Pan_troglodytes_5, Pan_troglodytes_9, Anolis_carolinensis_5, Cavia_porcellus_2, Loxodonta_africana_81, Takifugu_rubripes_4, Danio_rerio_28, Otolemur_garnettii_10, Spermophilus_tridecemlineatus_18, Cavia_porcellus_12, Myotis_lucifugus_2, Myotis_lucifugus_4, Ailuropoda_melanoleuca_14, Bos_taurus_46, Danio_rerio_534, Rattus_norvegicus_1, Rattus_norvegicus_3, Danio_rerio_60, Papio_hamadryas_7, Papio_hamadryas_1, Oreochromis_niloticus_1, Tursiops_truncatus_7, Tursiops_truncatus_9, Gadus_morhua_41, Ochotona_princeps_10, Gallus_gallus_5, Danio_rerio_44, Danio_rerio_42, Mus_musculus_7, Felis_catus_14, Ornithorhynchus_anatinus_21, Xenopus_tropicalis_105, Danio_rerio_270, Dasypus_novemcinctus_6, Dasypus_novemcinctus_4, Takifugu_rubripes_2, Sorex_araneus_4, Takifugu_rubripes_5, Latimeria_chalumnae_2, Danio_rerio_298, Gorilla_gorilla_3, Gorilla_gorilla_7, Danio_rerio_595, Danio_rerio_594, Loxodonta_africana_26, Danio_rerio_338, Geospiza_fortis_3, Tarsius_syrichta_15, Tarsius_syrichta_13, Tarsius_syrichta_11, Dasypus_novemcinctus_21, Chrysemys_picta_13, Ailuropoda_melanoleuca_1, Ailuropoda_melanoleuca_6, Xenopus_tropicalis_49, Sorex_araneus_10, Danio_rerio_169, Canis_familiaris_8, Canis_familiaris_2, Nomascus_leucogenys_23, Callorhinchus_milii_57, Spermophilus_tridecemlineatus_3, Mustela_putorius_3, Mustela_putorius_5, Ochotona_princeps_1, Mus_musculus_13, Heterocephalus_glaber_15, Heterocephalus_glaber_11, Melopsittacus_undulatus_12, Oryzias_latipes_6, Taeniopygia_guttata_4, Trichechus_manatus_27, Macropus_eugenii_5, Loxodonta_africana_94, Trichechus_manatus_46, Danio_rerio_202, Saimiri_boliviensis_4, Saimiri_boliviensis_7, Balaenoptera_acutorostrata_6, Balaenoptera_acutorostrata_3, Danio_rerio_195, Danio_rerio_193, Danio_rerio_509, Cricetulus_griseus_13, Homo_sapiens_3, Homo_sapiens_6, Danio_rerio_18, Xenopus_tropicalis_48, Microcebus_murinus_16, Ailuropoda_melanoleuca_24, Cricetulus_griseus_5, Gorilla_gorilla_18, Danio_rerio_262, Homo_sapiens_24, Loxodonta_africana_13, Sarcophilus_harrisii_2, Xenopus_tropicalis_36, Xenopus_tropicalis_35, Xenopus_tropicalis_31, Strongylocentrotus_purpuratus_2, Felis_catus_22, Erinaceus_europaeus_4, Danio_rerio_112, Papio_anubis_8, Papio_anubis_3, Danio_rerio_585, Gasterosteus_aculeatus_45, Danio_rerio_131, Danio_rerio_135, Danio_rerio_134, Melopsittacus_undulatus_11, Macaca_mulatta_5, Xenopus_tropicalis_72, Xenopus_tropicalis_70, Xenopus_tropicalis_74, Xenopus_tropicalis_75, Nomascus_leucogenys_7, Callithrix_jacchus_3, Callithrix_jacchus_2, Xenopus_tropicalis_57, Danio_rerio_363, Meleagris_gallopavo_4, Oryctolagus_cuniculus_5	[121, 123, 125, 128, 130, 133, 135, 136, 137, 140, 148, 153, 157, 168, 229, 2370]	1
Danio_rerio_183, Danio_rerio_269	[124, 127]	1
Canis_familiaris_9	[123]	1
Danio_rerio_133	[125]	1
Danio_rerio_478, Danio_rerio_316	[122, 124, 129]	1
Danio_rerio_27	[128]	1
Xenopus_tropicalis_6	[124]	1
Danio_rerio_535, Pan_troglodytes_29	[121, 133]	1
Loxodonta_africana_66, Tarsius_syrichta_19, Callorhinchus_milii_128, Callorhinchus_milii_121	[123, 133, 169]	1
Danio_rerio_258, Dasypus_novemcinctus_2, Xenopus_tropicalis_65	[124, 131, 132, 141]	1
Callorhinchus_milii_129	[123, 135]	1
Danio_rerio_341, Danio_rerio_212, Danio_rerio_596, Loxodonta_africana_30	[124, 134, 230]	1
Ornithorhynchus_anatinus_13	[124, 142, 2371]	1
Danio_rerio_164, Dasypus_novemcinctus_15	[124]	1
Drosophila_erecta_6, Drosophila_erecta_5, Drosophila_simulans_8, Drosophila_simulans_5, Drosophila_mojavensis_10, Drosophila_yakuba_7, Drosophila_yakuba_6, Drosophila_grimshawi_2, Drosophila_grimshawi_1, Drosophila_melanogaster_6, Drosophila_melanogaster_5, Drosophila_virilis_7, Drosophila_virilis_2, Drosophila_pseudoobscura_1, Anopheles_gambiae_6, Anopheles_gambiae_2, Drosophila_mojavensis_8, Drosophila_pseudoobscura_2, Drosophila_ananassae_30, Drosophila_willistoni_10, Drosophila_sechellia_2, Drosophila_sechellia_1, Drosophila_willistoni_8, Drosophila_persimilis_2, Drosophila_persimilis_1, Drosophila_ananassae_29, Drosophila_ananassae_28	[]	1
Gallus_gallus_12, Balaenoptera_acutorostrata_17	[123, 140, 150]	1
Otolemur_garnettii_8, Danio_rerio_450, Danio_rerio_492, Callithrix_jacchus_10, Danio_rerio_533, Loxodonta_africana_46, Danio_rerio_43, Danio_rerio_296, Danio_rerio_319, Danio_rerio_162, Danio_rerio_163, Danio_rerio_609, Danio_rerio_208, Danio_rerio_111	[120, 124, 139, 141, 142, 151, 154, 159, 232]	1
Tursiops_truncatus_20	[133, 140]	1
Xenopus_tropicalis_93	[136, 140]	1
Danio_rerio_598	[145]	1
Callorhinchus_milii_111	[145]	1
Danio_rerio_449, Danio_rerio_427	[143, 144]	1
Drosophila_willistoni_9	[]	1
Myotis_lucifugus_7	[123, 148, 150]	1
Danio_rerio_64, Danio_rerio_168, Danio_rerio_373, Bos_taurus_15, Danio_rerio_368	[124, 147, 151, 234]	1
Danio_rerio_599	[151, 160]	1
Meleagris_gallopavo_9	[139, 147, 151]	1
Danio_rerio_453, Cricetulus_griseus_12, Danio_rerio_611	[140, 148, 149, 150]	1
Danio_rerio_584	[121, 153, 164, 172]	1
Danio_rerio_222, Danio_rerio_582	[124, 152, 154, 161]	1
Danio_rerio_419	[140, 153]	1
Danio_rerio_608	[87, 121, 157, 158, 236]	1
Equus_caballus_6, Papio_hamadryas_10, Sorex_araneus_12, Papio_anubis_20	[88, 123, 157, 165]	1
Papio_anubis_12, Danio_rerio_538, Danio_rerio_63, Danio_rerio_45, Danio_rerio_294, Xenopus_tropicalis_61, Danio_rerio_315, Danio_rerio_600, Danio_rerio_545, Danio_rerio_122, Danio_rerio_192, Xenopus_tropicalis_99, Xenopus_tropicalis_46, Danio_rerio_70, Xenopus_tropicalis_38, Xenopus_tropicalis_33, Takifugu_rubripes_22, Pongo_pygmaeus_25, Danio_rerio_612	[89, 124, 155, 156, 159, 161, 237]	1
Danio_rerio_575	[155, 159, 160]	1
Danio_rerio_476, Oreochromis_niloticus_12, Danio_rerio_364	[90, 140, 157, 158, 238]	1
Danio_rerio_428	[149, 158]	1
Danio_rerio_268	[153, 157, 162]	1
Xenopus_tropicalis_77	[161]	1
Microcebus_murinus_1, Nomascus_leucogenys_10, Gallus_gallus_13, Papio_hamadryas_14, Saimiri_boliviensis_12, Saimiri_boliviensis_14, Anolis_carolinensis_7, Callithrix_jacchus_15, Callithrix_jacchus_14, Mustela_putorius_12, Gorilla_gorilla_20, Homo_sapiens_21, Balaenoptera_acutorostrata_10, Balaenoptera_acutorostrata_11, Callorhinchus_milii_110, Papio_anubis_21, Macaca_mulatta_19, Equus_caballus_13, Mus_musculus_9, Bos_taurus_33, Bos_taurus_34, Dasypus_novemcinctus_11, Pan_troglodytes_26, Petromyzon_marinus_13, Pongo_pygmaeus_20, Meleagris_gallopavo_11	[107, 123, 165, 243]	1
Loxodonta_africana_25	[152]	1
Tarsius_syrichta_17	[156, 163]	1
Gasterosteus_aculeatus_7, Gasterosteus_aculeatus_52, Gasterosteus_aculeatus_53, Gasterosteus_aculeatus_13	[115, 121, 168, 172]	1
Callorhinchus_milii_15	[123, 168, 169]	1
Trichechus_manatus_56, Danio_rerio_33	[124, 166, 167]	1
Callorhinchus_milii_106	[132, 167]	1
Methanosalsum_zhilinae_2	[117]	1
Heterocephalus_glaber_9	[]	1
Gasterosteus_aculeatus_55, Gasterosteus_aculeatus_14	[152, 166]	1
Medicago_truncatula_5, Oryza_sativa_22, Oryza_sativa_9, Zea_mays_4, Brachypodium_distachyon_1, Sorghum_bicolor_4, Populus_trichocarpa_1, Sorghum_bicolor_15	[]	1
Ailuropoda_melanoleuca_25	[107]	1
Heterocephalus_glaber_10, Callorhinchus_milii_107	[176]	1
Danio_rerio_175, Danio_rerio_173, Danio_rerio_166, Danio_rerio_607, Danio_rerio_201, Danio_rerio_561, Strongylocentrotus_purpuratus_24, Xenopus_tropicalis_58	[175, 177, 246]	1
Danio_rerio_308	[176]	1
Drosophila_mojavensis_9	[]	1
Aquifex_aeolicus_4	[]	1
Chamaesiphon_minutus_3	[]	1
Neurospora_crassa_8	[]	1
Callorhinchus_milii_135	[]	1
Geospiza_fortis_2, Taeniopygia_guttata_11	[]	1
Salmonella_enterica_16	[]	1
Caldicellulosiruptor_lactoaceticus_5	[]	1
Danio_rerio_52	[188]	1
Loxodonta_africana_44, Callorhinchus_milii_126	[188, 190, 195]	1
Xenopus_tropicalis_85, Danio_rerio_272, Danio_rerio_411, Danio_rerio_432, Xenopus_tropicalis_7, Danio_rerio_548, Danio_rerio_194, Danio_rerio_369	[186, 187, 189, 193]	1
Trichechus_manatus_45	[188]	1
Ceratotherium_simum_2	[187]	1
Tarsius_syrichta_8	[]	1
Danio_rerio_536, Danio_rerio_259	[]	1
Danio_rerio_546	[188, 194]	1
Danio_rerio_418	[193]	1
Danio_rerio_558	[187]	1
Gadus_morhua_12	[]	1
Caenorhabditis_brenneri_12	[]	1
Danio_rerio_178, Danio_rerio_73	[199]	1
Danio_rerio_5, Danio_rerio_151	[198]	1
Plasmodium_falciparum_4	[]	1
Petromyzon_marinus_65	[203]	1
Petromyzon_marinus_60, Petromyzon_marinus_47, Petromyzon_marinus_41, Petromyzon_marinus_40, Petromyzon_marinus_43, Petromyzon_marinus_42, Petromyzon_marinus_2, Petromyzon_marinus_9, Petromyzon_marinus_49	[87, 203, 204, 205, 206, 236]	1
Petromyzon_marinus_63, Petromyzon_marinus_5, Petromyzon_marinus_59	[201, 202]	1
Petromyzon_marinus_44	[202]	1
Petromyzon_marinus_10	[202, 240]	1
Petromyzon_marinus_46, Petromyzon_marinus_66	[202]	1
Petromyzon_marinus_12	[96]	1
Caenorhabditis_brenneri_3, Caenorhabditis_brenneri_4, Caenorhabditis_briggsae_10, Caenorhabditis_japonica_4, Caenorhabditis_briggsae_6, Caenorhabditis_elegans_2, Caenorhabditis_remanei_4	[209]	1
Caenorhabditis_elegans_14	[208]	1
Xenopus_tropicalis_9, Xenopus_tropicalis_98	[109, 211]	1
Danio_rerio_494	[210, 212, 214]	1
Xenopus_tropicalis_3	[211]	1
Xenopus_tropicalis_101	[]	1
Danio_rerio_493	[211]	1
Danio_rerio_248	[]	1
Rattus_norvegicus_22, Mus_musculus_12	[218, 223, 227]	1
Chrysemys_picta_39, Meleagris_gallopavo_12	[218, 219, 221, 228, 244]	1
Latimeria_chalumnae_10, Canis_familiaris_5, Cricetulus_griseus_10	[216, 217, 220, 229]	1
Chrysemys_picta_40, Loxodonta_africana_82	[217, 220]	1
Chrysemys_picta_41, Chrysemys_picta_56	[218, 219, 224, 232, 242, 250]	1
Trichechus_manatus_19	[217]	1
Oryzias_latipes_23	[226, 252, 2566]	1
Latimeria_chalumnae_18	[216]	1
Chrysemys_picta_65	[220]	1
Danio_rerio_225	[]	1
Oryzias_latipes_22	[222]	1
Latimeria_chalumnae_1, Danio_rerio_313, Danio_rerio_206, Danio_rerio_564, Danio_rerio_227, Danio_rerio_226	[121, 216, 229, 233, 236]	1
Callorhinchus_milii_4	[123, 217, 229, 243]	1
Danio_rerio_433, Oreochromis_niloticus_7, Takifugu_rubripes_23, Xenopus_tropicalis_100, Latimeria_chalumnae_8, Danio_rerio_297, Danio_rerio_165, Danio_rerio_200, Danio_rerio_221, Loxodonta_africana_43, Xenopus_tropicalis_97	[124, 218, 227, 228, 230, 231, 232, 234, 237]	1
Danio_rerio_337	[135, 229]	1
Danio_rerio_498	[229]	1
Danio_rerio_448, Danio_rerio_606, Xenopus_tropicalis_11, Danio_rerio_374	[140, 220, 229, 238]	1
Danio_rerio_299	[227, 234]	1
Danio_rerio_376, Danio_rerio_500	[148, 229, 233]	1
Rattus_norvegicus_2	[]	1
Danio_rerio_204, Danio_rerio_562, Danio_rerio_244	[155, 202, 227, 237, 240]	1
Danio_rerio_67	[157, 229, 236, 238]	1
Xenopus_tropicalis_5	[159, 232, 237, 239]	1
Danio_rerio_191	[238]	1
Danio_rerio_300	[205, 236]	1
Danio_rerio_159	[]	1
Chrysemys_picta_66	[220, 253]	1
Chrysemys_picta_15, Ornithorhynchus_anatinus_15	[163, 228]	1
Gallus_gallus_9	[217]	1
Gadus_morhua_16	[247]	1
Danio_rerio_174	[176]	1
Gadus_morhua_7	[245]	1
Gadus_morhua_56	[]	1
Gadus_morhua_13	[250]	1
Gadus_morhua_5, Gadus_morhua_1, Gadus_morhua_9, Gadus_morhua_37, Gadus_morhua_18, Gadus_morhua_19, Gadus_morhua_17, Gadus_morhua_74, Gadus_morhua_28	[220, 249, 251, 253, 2632]	1
Gadus_morhua_55	[250]	1
Oryzias_latipes_25, Oryzias_latipes_24	[222]	1
Gadus_morhua_4	[242, 250]	1
Encephalitozoon_hellem_3	[]	1
Ornithorhynchus_anatinus_23	[]	1
Leishmania_major_2	[257]	1
Leishmania_major_1	[256]	1
Caenorhabditis_elegans_18, Caenorhabditis_brenneri_5, Caenorhabditis_japonica_13, Caenorhabditis_briggsae_13, Caenorhabditis_briggsae_14, Caenorhabditis_remanei_7	[]	1
Naumovozyma_dairenensis_7	[]	1
Candidatus_Tremblaya_5	[]	1
Pristionchus_pacificus_30	[]	1
Eubacterium_siraeum_1	[]	1
butyrate-producing_bacterium_2, Clostridium_saccharolyticum_3, Clostridium_cf_3, butyrate-producing_bacterium_6	[]	1
Butyrivibrio_proteoclasticus_3	[265]	1
Coprococcus_sp_1	[264]	1
butyrate-producing_bacterium_10	[]	1
Caenorhabditis_brenneri_20, Caenorhabditis_japonica_1, Caenorhabditis_japonica_8, Caenorhabditis_briggsae_2, Caenorhabditis_remanei_6	[]	1
Eubacterium_siraeum_3	[]	1
Methanococcus_vannielii_1, Methanococcus_maripaludis_3, Methanococcus_maripaludis_6, Methanococcus_voltae_2	[]	1
Methanococcus_aeolicus_3	[]	1
Methanotorris_igneus_2	[273]	1
Methanococcus_aeolicus_2	[]	1
Methanothermococcus_okinawensis_1	[271]	1
Methanococcus_vannielii_3, Methanococcus_maripaludis_2	[]	1
Methanococcus_voltae_1	[]	1
Butyrivibrio_fibrisolvens_2	[]	1
Nitrosopumilus_maritimus_4	[]	1
Drosophila_grimshawi_6, Drosophila_virilis_5, Drosophila_pseudoobscura_3, Drosophila_mojavensis_7, Drosophila_persimilis_3	[300]	1
Latimeria_chalumnae_14, Ornithorhynchus_anatinus_2, Rattus_norvegicus_21, Pongo_pygmaeus_2, Macaca_mulatta_28, Monodelphis_domestica_4, Ceratotherium_simum_5, Sus_scrofa_6, Otolemur_garnettii_2, Ovis_aries_14, Equus_caballus_1, Callorhinchus_milii_20, Trichechus_manatus_34, Papio_hamadryas_13, Macropus_eugenii_3, Pan_troglodytes_2, Cavia_porcellus_10, Myotis_lucifugus_1, Bos_taurus_45, Mustela_putorius_10, Gallus_gallus_8, Sorex_araneus_9, Mus_musculus_3, Erinaceus_europaeus_5, Heterocephalus_glaber_3, Tarsius_syrichta_14, Ailuropoda_melanoleuca_2, Canis_familiaris_20, Papio_anubis_24, Spermophilus_tridecemlineatus_7, Geospiza_fortis_4, Ochotona_princeps_3, Tursiops_truncatus_22, Loxodonta_africana_6, Saimiri_boliviensis_5, Balaenoptera_acutorostrata_4, Homo_sapiens_1, Cricetulus_griseus_6, Gorilla_gorilla_12, Sarcophilus_harrisii_1, Felis_catus_25, Dasypus_novemcinctus_12, Chrysemys_picta_22, Melopsittacus_undulatus_19, Nomascus_leucogenys_5, Callithrix_jacchus_4, Meleagris_gallopavo_7, Oryctolagus_cuniculus_7	[]	1
Pristionchus_pacificus_18, Pristionchus_pacificus_36, Pristionchus_pacificus_24	[]	1
Pristionchus_pacificus_3	[]	1
Pristionchus_pacificus_10, Pristionchus_pacificus_31, Caenorhabditis_brenneri_18, Caenorhabditis_japonica_7, Caenorhabditis_elegans_1, Caenorhabditis_remanei_3	[]	1
Pristionchus_pacificus_34, Pristionchus_pacificus_26	[]	1
Pristionchus_pacificus_2	[]	1
Pristionchus_pacificus_16, Pristionchus_pacificus_17, Pristionchus_pacificus_28	[]	1
Pristionchus_pacificus_37	[]	1
Methanocaldococcus_jannaschii_3, Methanocaldococcus_fervens_1, Methanocaldococcus_sp_3, Methanocaldococcus_infernus_1	[]	1
Methanotorris_igneus_3	[]	1
Methanocaldococcus_vulcanius_3	[]	1
Methanobacterium_sp_1, Methanobacterium_formicicum_3	[]	1
Eubacterium_rectale_2	[]	1
Caenorhabditis_japonica_6	[]	1
